relation_id	relation_name	relation_pos	words	sentences_before	sentences_after
RELATION_GENEHPOTERM_SCPDFS_39286.pdf_146_146_74,74_369,369	C1/HP:0001909|Leukemia	{74,369}	{Each,lane,contains,2,ug,of,mRNA,puriﬁed,from,heart,(,H,),",",brain,(,B,),",",placenta,(,Pl,),",",lung,(,Lu,),",",liver,(,Li,),",",muscle,(,M,),",",kidney,(,K,),",",and,pancreas,(,Pa,),and,(,B,),a,Human,Multiple,Tissue,Array,",",which,contains,mRNA,puriﬁed,from,A1,",",whole,brain,;,B1,",",cerebral,cortex,;,C1,",",frontal,lobe,;,D1,",",parietal,lobe,;,E1,",",occipital,lobe,;,F1,",",temporal,lobe,;,G1,",",paracentral,gyrus,of,the,cerebral,cortex,;,H1,",",pons,;,A2,",",cerebellum,left,;,B2,",",cerebellum,;,C2,",",corpus,callosum,;,D2,",",amygdala,;,E2,",",caudate,nucleus,;,F2,",",hippocampus,;,G2,",",medulla,oblongata,;,H2,",",putamen,;,A3,",",substantia,nigra,;,B3,",",accumbens,nucleus,;,C3,",",thalamus,;,D3,",",pituitary,gland,;,E3,",",spinal,cord,;,A4,",",heart,;,B4,",",aorta,;,C4,",",left,atrium,;,D4,",",right,atrium,;,E4,",",left,ventricle,;,F4,",",right,ventricle,;,G4,",",interventricullar,septum,;,H4,",",apex,of,the,heart,;,A5,",",esophagus,;,B5,",",stomach,;,C5,",",duodenum,;,D5,",",jejunum,;,E5,",",ileum,;,F5,",",ileo-cecum,;,G5,",",appendix,;,H5,",",ascending,colon,;,A6,",",transverse,colon,;,B6,",",descending,colon,;,C6,",",rectum,;,A7,",",kidney,;,B7,",",skeletal,muscle,;,C7,",",spleen,;,D7,",",thymus,;,E7,",",peripheral,blood,leukocyte,;,F7,",",lymph,node,;,G7,",",bone,marrow,;,H7,",",trachea,;,A8,",",lung,;,B8,",",placenta,;,C8,",",bladder,;,D8,",",uterus,;,E8,",",prostate,;,F8,",",testis,;,G8,",",ovary,;,A9,",",liver,;,B9,",",pancreas,;,C9,",",adrenal,gland,;,D9,",",thyroid,gland,;,E9,",",salivary,gland,;,F9,",",mammary,gland,;,A10,",",promyelocytic,leukemia,HL-60,;,B10,",",HeLa,S3,;,C10,",",chronic,myelogenous,leukemia,K-562,;,D10,",",MOLT-4,lymphoblastic,leukemia,;,E10,",",Burkitt,’s,lymphoma,",",Raji,;,F10,",",Burkitt,’s,lymphoma,",",Daudi,;,G10,",",SW48O,colorectal,adenocarcinoma,cells,;,H10,",",A549,lung,carcinoma,cells,;,All,",",fetal,brain,;,B11,",",fetal,heart,;,C11,",",fetal,kidney,;,D11,",",fetal,liver,;,E11,",",fetal,spleen,;,F11,",",fetal,thymus,;,G11,",",fetal,lung,.}	{"Expression pattern of the human PV-1 mRNA .","Northern blotting as described under Materials and Methods of ( A ) a Human Multiple Tissue Northern blot ."}	{"Controls consisted of A12 , yeast total RNA ; B12 , yeast tRNA ; C12 , E. coli rRNA ; D12 , E. coli DNA ; E12 , Poly ( r ) A ; F12 , human Cot-1 DNA ; G12 and H12 , human DNA .","high content of N-linked glycan antennae ( ~ 15 % of its molecular mass ) and dimer formation through S ."}
RELATION_GENEHPOTERM_journal.pbio.1001452.pdf_60_60_47,47_43,43	HI/HP:0000842|Hyperinsulinemia	{47,43}	{The,physiological,importance,of,this,enzyme,is,underlined,by,the,fact,that,mutations,in,the,glucokinase,gene,lead,to,maturity,—,onset,diabetes,of,the,young,type,II,(,MODY,II,),",",permanent,neonatal,diabetes,mellitus,(,PNDM,),",",and,hypoglycemic,hyperinsulinemia,of,infancy,(,HI,),.}	{"Glucokinase is a key metabolic enzyme that functions as the body 's principal glucose sensor .","Glucokinase regulates the rate at which insulin is secreted by the pancreas by using a unique but poorly understood cooperative kinetic response to increasing glucose concentrations ."}	{"In this study , we use cutting — edge high-resolution nuclear magnetic resonance methods to understand how the kinetic properties of glucokinase contribute to glucose homeostasis .","We also seek to understand how a class of recently discovered sma | | ."}
RELATION_GENEHPOTERM_journal.pone.0036935.pdf_560_560_26,29_38,39	mediator_complex_subunit_12/HP:0000131|Uterine leiomyoma	{26,27,28,29,38,39}	{Nlakinen,N,",",1,"\\\\",’,Iehine,NI,",",Tolvanenj,",",Kaasinen,E,",",Li,Y,",",et,al.,(,201,1,),IVIED12,",",the,mediator,complex,subunit,12,gene,",",is,mutated,at,high,frequency,in,uterine,leiomyomas,.}	{"Genes Chromosomes Cancer 48 : 865 — 885 .","16 ."}	{"Science 334 : 252 — 255 .","17 ."}
RELATION_GENEHPOTERM_SCPDFS_37794.pdf_93_93_45,45_1,1	GLO1/HP:0000717|Autism	{45,1}	{FMR1,Autism,",",hypotonia,",",mental,retardation,FOXP2,Ataxia,",",autism,FXR1,Fragile,X,",",autism,",",mental,retardation,GABRA5,Angelman,syndrome,",",autism,GABRB3,Angelman,syndrome,",",ataxia,",",autism,",",mental,retardation,GABRG2,Ataxia,",",seizure,disorder,",",autism,GATA3,Hypoxia,",",autism,GLO1,Ataxia,",",autism,GRIN2A,Hypoxia,",",autism,GRPR,Autism,",",Rett,syndrome,",",mental,retardation,HOXA1,Asperger,syndrome,",",autism,",",Rett,syndrome,",",mental,retardation,KIF,1A,Autism,",",tuberous,sclerosis,MAGEZ2,Angelman,syndrome,",",autism,",",hypotonia,",",mental,retardation,MAOA,Autism,",",mental,retardation,MAP2,Tuberous,sclerosis,",",hypoxia,",",autism,",",Rett,syndrome,",",mental,retardation,MBD1,Autism,",",Rett,syndrome,MBD2,Autism,",",Rett,syndrome}	{"DCX Mental retardation DGCR Autism , mental retardation DHCR7 Microcephaly , autism , hypotonia , mental retardation DPYD Microcephaly , ataxia , autism , mental retardation EXT 1 Autism , mental retardation EXT2 Autism , mental retardation","Fragile X , infantile hypotonia , ataxia , Rett syndrome , microcephaly"}	{"Fragile X , infantile hypotonia , seizure disorder , Angelman syndrome , spasticity , ataxia , Asperger syndrome , Rett syndrome , microcephaly ,","MECP2 Tuberous sclerosis , autism , hypotonia , mental retardation MED12 Fragile X , autism , mental retardation MET Hypoxia , autism MTF1 Hypoxia , autism NDN Angelman syndrome , hypoxia , Rett syndrome , autism , hypotonia , mental retardation"}
RELATION_GENEHPOTERM_journal.pone.0079721.pdf_220_220_50,50_35,35	PTH/HP:0002901|Hypocalcemia	{50,35}	{However,",",the,inhomogeneous,reduction,of,serum,PTH,levels,in,the,PTx,+,Nx,animals,is,probably,due,to,low,sensitivity,of,the,PTH,assay,in,the,hypoparathyroid,range,",",or,it,is,due,to,hypocalcemia,",",that,may,have,stimulated,some,small,remnant,gland,in,some,animals,",",since,PTH,levels,were,measured,after,8,weeks,of,PTx,.}	{"PLOS ONE | www .","p | osone.org successful extirpation of the parathyroid glands , as already described by other authors [ 30,31 ] ."}	{"Nevertheless , histomorphometry demonstrated low bone remodeling , dismissing any possibility of bone effects of hyperparathyroidism .","Decreased levels of serum FGF23 resulted from PTx and this observation is in agreement with previously reports [ 32,33 ] ."}
RELATION_GENEHPOTERM_journal.pone.0047054.pdf_54_54_16,16_40,40	BRAF/HP:0002861|Melanoma	{16,40}	{"\\\\",/,V,e,searched,MEDLINE,and,EMBASE,using,the,terms,“,BRAF,”,",",“,BRAF,mutation,”,",",“,BRAF,V600E,”,",",“,cancer,”,",",“,patient,survival,”,",",“,colorectal,cancer,”,",",“,melanoma,”,",",and,“,papillary,thyroid,carcinoma,”,in,different,combinations,from,June,2002,to,December,2011,.}	{Methods,"Search Strategy and Selection Criteria We conducted a comprehensive search of medical literature on studies evaluating the effect of BRAF-V600E mutation on cancer patient survival ."}	{"We initially narrowed our search based on research title followed by abstract and ﬁnally full texts were reviewed if they were categorized as relevant reports .","\\\\ / V e did not restrict the language in our research ."}
RELATION_GENEHPOTERM_journal.pbio.1000476.pdf_673_673_32,32_27,27	p16/HP:0002861|Melanoma	{32,27}	{Gray-Schopfer,VC,",",Cheong,SC,",",Chong,H,",",Chow,J,",",lV1oss,T,",",et,al.,(,2006,),Cellular,senescence,in,naevi,and,immortalisation,in,melanoma,:,a,role,for,p16,?}	{"Serrano 1V1 , Lin AVV , N1cCurrach l \\\\ ’ IE , Beach D , Lowe SVV ( 1997 ) Oncogenic ras provokes premature cell senescence associated with accumulation of p53 and pl6lNK4a .","Cell 88 : 5934602 ."}	{"BrJ Cancer 95 : 4964505 .",.}
RELATION_GENEHPOTERM_gb-2004-5-7-111.pdf_145_145_22,23_154,154	velocardiofacial_syndrome/HP:0100753|Schizophrenia	{22,23,154}	{Gene,symbol,publications,since,[,I,],OMIM,number,Disorder,DGCR,9,|,I8,(,20,%,),I88400,DiGeorge,syndrome,;,velocardiofacial,syndrome,DIAI,80,5,(,6,%,),250800,Methemoglobinemia,",",type,I,;,methemoglobinemia,",",type,II,CYPZD,75,7,(,9,%,),I24030,Debrisoquine,sensitivity,;,"{",possible,susceptibility,to,Parkinsonism,"}",BCR,7,|,I8,(,25,%,),I5,I4I0,Chronic,myeloid,leukemia,;,acute,Iymphocytic,leukemia,OGSZ,60,o,(,o,%,),I454I0,Opitz,G,syndrome,",",type,II,NF2,56,22,(,39,%,),607379,Neuroﬁbromatosis,",",type,2,;,NF2-related,somatic,meningioma,;,schwannomatosis,TCNZ,53,3,(,6,%,),275350,Transcobalamin,II,deﬁciency,CTLO,5,|,9,(,I8,%,),2I8040,Possibly,Costello,syndrome,ARSA,5,|,5,(,Io,%,),607574,Metachromatic,Ieukodystrophy,COMT,48,I3,(,27,%,),I,I6790,"{",Possible,susceptibility,to,schizophrenia,"}",CECR,48,I,(,2,%,),I,I5470,Cat,eye,syndrome,PDGFB,39,2,(,5,%,),I90040,SIS-related,meningioma,;,dermatoﬁbrosarcoma,protuberans,;,giant-cell,ﬁbroblastoma,EWSRI,38,I,(,3,%,),I33450,Ewing,sarcoma,;,neuroepithelioma,;,extraskeletal,myxoid,chondrosarcoma,CHEKZ,24,20,(,83,%,),604373,Li-Fraumeni,syndrome,;,somatic,osteosarcoma,;,"{",possible,susceptibility,to,breast,cancer,"}",;,familial,prostate,cancer,;,"{",possible,susceptibility,to,breast,and,colorectal,cancer,"}"}	{"Taylor http://genomebiology.com/2004/5/7/I I I","Disease-related loci currently mapped to chromosome 22"}	{"SOXIO 24 Io ( 42 % ) 602229 Waardenburg-Shah syndrome ; Yemenite deaf-blind hypopigmentation syndrome ;","neurologic variant Waardenburg-Shah syndrome"}
RELATION_GENEHPOTERM_journal.pone.0025806.pdf_349_349_6,6_13,13	NRAS/HP:0002861|Melanoma	{6,13}	{It,is,believed,that,BRAF,and,NRAS,mutations,can,coexist,within,the,same,melanoma,but,not,at,the,single-cell,level,[,24,],.}	{"This observation might be explained by different clones of cancer cells inside the tumor with distinct dual mutations .","A similar ﬁnding was previously reported in familial melanoma , with CDKN2A as well as BRAF and NRAS mutations [ 23 ] ."}	{"We also examined the response to best standard systemic treatment .","In melanoma , we noted that there was a trend towards a shorter PF S among patients with mutBRAF but this did not reach statistical signiﬁcance ."}
RELATION_GENEHPOTERM_journal.pone.0030674.pdf_545_545_9,11_17,19	retinoic_acid_receptor/HP:0004836|Acute promyelocytic leukemia	{9,10,11,17,18,19}	{PLZF,was,identiﬁed,as,a,chromosomal,fusion,partner,with,retinoic,acid,receptor,(,RAR,),oc,in,acute,promyelocytic,leukemia,",",a,disease,marked,by,an,accumulation,of,undifferentiated,myeloid,blasts,[,"20,21",],.}	{"PLZF is a sequence-speciﬁc DNA-binding transcriptional factor .","It comprises 673 amino acids and contains nine Kruppel-like CQHQ zinc ﬁnger domains and a POZ/BTB protein-binding domain [ 19,20 ] ."}	{"Although RARCX activates key genes required for normal myelopoiesis , the PLZF-RAROL fusion protein represses the expression of some of these genes in a dominant negative manner .","Senbonmatsu et al. reported that angiotensin II stimulation provokes internalization of angiotensin II type 2 receptor and PLZF , and translocation of PLZF to the nucleus [ 18 ] ."}
RELATION_GENEHPOTERM_journal.pone.0009910.pdf_630_630_60,60_27,27	AKT/HP:0002861|Melanoma	{60,27}	{The,cell,lines,",",including,MCF7,(,Breast,),",",T47D,(,Breast,),",",UACC62,(,Melanoma,),",",M14,(,Melanoma,),",",MALME,(,Melanoma,),",",WM3451,(,Melanoma,),",",HOP62,(,Lung,),",",COLO205,(,Colon,),",",HCC2998,(,Colon,),",",and,K562,(,Leukemia,),",",were,shown,for,relative,AKT,or,PDK1,level,comparing,with,HeLa,.}	{"Figure S3 Comparison of HeLa cell AKT and PDK1 levels with other cancer cell lines .","Quantitative Reverse Phase Protein Arrays ( RPPA ) was performed at the CCSG RPPA core facility at MD Anderson Cancer Center to determine relative levels of AKT and PDK1 in different cell lines ."}	{"Higher levels of AKT ( 2 — 4 fold of HeLa AKT ) and PDK1 ( 5 — 6 fold of HeLa PDK1 ) were frequently seen in other cancer cell lines .","Found at : doi :10.1371 / journal ."}
RELATION_GENEHPOTERM_journal.pone.0100455.pdf_375_375_11,11_17,18	NHS/HP:0000519|Congenital cataract	{11,17,18}	{In,our,study,",",all,patients,in,the,four,families,with,NHS,gene,mutations,were,recruited,as,congenital,cataract,",",and,only,three,(,family,9,",",family,10,",",and,family,11,),had,microcornea,and,nystagrnus,",",which,are,major,manifestations,of,Nance,.}	{"— .","Horan syndrome was diagnosed after mutations were identiﬁed in the NHS gene of affected males who were ﬁrst noted to suffer from severe congenital cataracts [ 27 ] ."}	{"— .","Horan syndrome ."}
RELATION_GENEHPOTERM_journal.pmed.0030467.pdf_506_506_244,244_858,859	ENPP2/HP:0003002|Breast carcinoma	{244,858,859}	{CRABP1,Brain,Survival,3,Alive,(,13,),Dead,(,56,),—,2.907,0.005,44,Brain,Survival,3,Alive,(,9,),Dead,(,20,),—,2.107,0.045,45,BLM,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,—,4.363,<,0.001,46,ABCC1,Gastric,cancer,Survival,3,Alive,(,23,),Dead,(,40,),—,3.033,0.005,47,Brain,Survival,3,Alive,(,13,),Dead,(,56,),—,2.806,0.009,44,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,(,93,—,2.857,0.005,48,5LC2A1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,—,3.409,<,0.001,46,BCL2,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,4.243,<,0.001,46,Breast,carcinoma,Re,|,apse,—,free,survival,5,No,disease,(,11,),Relapse,(,35,3.022,0.007,49,LSTI,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,(,93,3.568,<,0.001,48,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,2.806,0.006,50,STCI,Brain,Survival,3,Alive,9,),Dead,(,20,),—,3.762,<,0.001,45,Brain,Survival,3,Alive,13,),Dead,(,56,),—,3.634,<,0.001,44,CDH8,Brain,Survival,3,Alive,13,),Dead,(,56,),4.139,<,0.001,44,ENPP2,Breast,carcinoma,Disease,—,free,survival,5,No,Disease,(,180,),Relapse,93,2.742,0.007,48,IT5N1,Brain,Survival,3,Alive,13,),Dead,(,56,),2.351,0.033,44,Breast,carcinoma,Disease,—,free,survival,5,No,Disease,(,180,),Relapse,93,2.753,0.007,48,PBP,Brain,Survival,3,Alive,13,),Dead,(,56,),3.328,0.003,44,Medulloblastoma,Survival,5,Alive,21,),Dead,(,18,),3.505,0.001,51,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,3.019,0.003,48,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),2.273,0.025,50,Breast,Ductal,Carcinoma,Survival,5,Alive,70,),Dead,(,28,),2.072,0.043,52,PIK3R1,Brain,Survival,3,Alive,13,),Dead,(,56,),3.42,0.002,44,Brain,Survival,3,Alive,9,),Dead,(,20,),2.249,0.033,45,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,),2.871,0.005,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,),2.711,0.007,48,DSP,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),—,3.338,0.001,50,Breast,ductal,carcinoma,Survival,5,Alive,70,Dead,(,28,),—,2.038,0.045,52,CHERP,Brain,Survival,3,Alive,9,),Dead,(,20,),—,3.075,0.007,45,Brain,Survival,3,Alive,13,Dead,(,56,),—,2.429,0.029,44,5LC7A1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,),—,3.476,<,0.001,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,),—,2.72,0.007,48,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),—,3.263,0.002,50,HNRPD,Brain,Survival,3,Alive,13,Dead,(,56,),—,2.158,0.038,44,IRS1,Clear,cell,renal,cell,carcinoma,Survival,3,Alive,7,),Dead,(,33,),—,3.316,0.004,53,Brain,Survival,3,Alive,13,Dead,(,56,),—,4.539,<,0.001,44,CASP10,Brain,Survival,3,Alive,13,Dead,(,56,),3.269,0.004,44,ARHGEF1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,2.634,0.009,48,PRKACA,Diffuse,large,B,cell,lymphoma,Survival,5,Alive,86,Dead,(,121,),3.387,<,0.001,54,PYGL,Brain,Survival,3,Alive,13,Dead,(,56,),—,4.539,<,0.001,44,GLI2,Gastric,cancer,Survival,3,Alive,23,Dead,(,40,),—,2.731,0.009,47,ZWINTAS,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,5.985,<,0.001,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,—,2.825,0.005,48,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,—,3.248,0.002,50,PLEC1,Clear,cell,renal,cell,carcinoma,Survival,3,Alive,7,),Dead,(,33,),—,3.316,0.004,53,VGLL1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,3.202,0.002,46,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,—,2.327,0.023,50,Breast,carcinoma,Re,|,apse,»,free,survival,5,No,Disease,(,11,),Relapse,35,—,2.144,0.043,49,LY6D,Brain,Survival,3,Alive,13,),Dead,(,56,),—,3.13,0.006,44,APC,Brain,Survival,3,Alive,13,),Dead,(,56,),3.402,0.002,44,Brain,Survival,3,Alive,9,),Dead,(,20,),2.337,0.032,45,SMC1,L1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,—,3.843,<,0.001,48,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,3.374,<,0.001,46,|,L8RB,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,2.064,0.04,48}	{"Ana | ysis Are Also Involved in Survival of Other Cancer Types","Gene Cancer Type Measure Survival Time ( y ) Class 1 ( n ) Class 2 ( n ) t-Test p-Value “ Reference"}	{"ap-Value indicates signiﬁcance for t-test of difference in gene expression between two classes of patients .","doi :10.1371 / journa | ."}
RELATION_GENEHPOTERM_journal.pone.0101685.pdf_919_919_23,23_33,33	XRCC1/HP:0002665|Lymphoma	{23,33}	{Kim,IS,",",Kim,DC,",",Kim,HG,",",Eom,HS,",",Kong,SY,",",et,al.,(,2010,),DNA,repair,gene,XRCC1,polymorphisms,and,haplotypes,in,diffuse,large,B,—,cell,lymphoma,in,a,Korean,population,.}	{"BrJ Haematol 151 : 2394244 .","20 ."}	{"Cancer Genet Cytogenet 196 : 31 — 37 .","21 ."}
RELATION_GENEHPOTERM_journal.pone.0003088.pdf_49_49_12,12_21,21	SUFU/HP:0002885|Medulloblastoma	{12,21}	{Mutations,in,Sonic,Hedgehog,(,SHH,),pathway,genes,(,PTCHI,",",SUFU,),are,found,in,approximately,25,%,of,medulloblastomas,",",and,in,WNT,pathway,genes,(,ﬁwatenin,",",APC,",",AXUV,),in,approximately,15,%,of,the,cases,[,l7,",",l9,—,23,],.}	{"These studies also identiﬁed high level ampliﬁcations of MYC family members in 5 — l5 % of the cases , which is associated with a poor outcome [ 8 ] .","Other proposed prognostic classiﬁers are expression of MYC , TRKC , ERBB2 , nuclear localization of Bcatenin or a large cell/anaplastic histology [ 9 — l8 ] ."}	{"Early gene expression proﬁling studies , using serial analysis of gene expression , identiﬁed the homeobox gene OTX2 as highly expressed and occasionally ampliﬁed in medulloblastoma [ 24 ~ 28 ] .","The first microarray studies of medulloblastoma series used a supervised approach to identify differentially expressed genes after grouping for metastatic status , histology or survival [ 29 ] ."}
RELATION_GENEHPOTERM_SCPDFS_45419.pdf_26_26_16,17_51,51	gyrate_atrophy/HP:0000518|Cataract	{16,17,51}	{Absence,or,severe,deﬁciency,of,OAT,is,thought,to,be,the,primary,defect,in,patients,with,gyrate,atrophy,(,Takki,",",1974,;,Sengers,et,al.,",",1976,;,Berson,et,al.,",",1978,;,Valle,et,al.,",",1977,),",",an,autosomal,recessive,ocular,disease,marked,by,myopia,",",cataracts,",",and,a,severe,progressive,degeneration,of,the,choroid,and,retina,(,Takki,",",1974,;,Kurstjens,",",1965,),.}	{"“ To whom correspondence and reprint requests should be addressed at Jules Stein Eye Institute , UCLA Center for Health Sciences , Los Angeles , CA 90024 .","in retina , retinal pigment epithelium , and ciliary body ( Hayasaka et al. , 1980 ) ."}	{"A complementary DNA ( cDNA ) clone for the mRNA encoding human OAT ( pHOAT ) has been isolated and characterized ( Inana et al. , 1986 ) .","Through the use of somatic cell hybrids and in situ hybridization , OAT and OAT-like gene sequences were mapped to two human chromosomes in regions 10q26 and Xp11 .2 by our group ( Barrett et al. , 1987 ) and through the use of somatic cell hybrids alone in 10q23 and Xp11 ."}
RELATION_GENEHPOTERM_SUP_journal.pgen.1000353.pdf_464_464_149,149_142,143	RPGR/HP:0000510|Retinitis pigmentosa	{149,142,143}	{Otto,E,",",Loeys,B,",",Khanna,H,",",Hellemans,],",",Sudbrak,R,",",Fan,S,",",1,"\\\\",’,Iuerb,U,",",O’Too1e,],F,",",Helou,],",",Attanasio,l,"\\\\",’,1,",",Utsch,B,",",Sayer,],A,",",Lillo,C,",",],imeno,D,",",Coucke,P,",",De,Paepe,A,",",Reinhardt,R,",",Klages,S,",",Tsuda,1,"\\\\",’,I,",",Kawal,<,ami,I,",",Kusakabe,T,",",Omran,H,",",Imm,A,",",Tippens,l,"\\\\",’,1,",",Raymond,PA,",",Hill,],",",Beales,P,",",He,S,",",Kispert,A,",",l,"\\\\",’,1argolis,B,",","\\\\",/,Villiams,DS,",",Swaroop,A,",",Hildel,),randt,F,(,2005,),A,novel,ciliary,IQdomain,protein,",",NPHP5,",",is,mutated,in,Senior-Loken,syndrome,(,nephronophthisis,with,retinitis,pigmentosa,),",",and,interacts,with,RPGR,and,calmodulin,.}	{"Am ] Hum Genet 66 : l18 — 127 .","17 ."}	{"Nat Genet .","SayerJA , Otto EA , O’Toole JF , Nurnberg G , Kennedy KIA , et al. ( 2006 ) The centrosomal protein nephrocystin-6 is mutated in Joubert syndrome and activates transcription factor ATF4 ."}
RELATION_GENEHPOTERM_journal.pone.0066727.pdf_517_517_8,8_16,16	OCRL/HP:0000528|Anophthalmia	{8,16}	{It,is,possible,that,the,loss,of,both,OCRL,and,INPP5B,in,humans,may,result,in,anophthalmia,as,in,the,zebraﬁsh,model,.}	{"manuscript in preparation ) .","The compensation of INPP5B for OCRL in the retina could account for the lack of pigmentary changes seen in RP ."}	{"In addition , mutations of INPP5B may be present in patients with a subgroup of population of RP patients .","The ocular distribution of OCRL shows the expected vesicular pattern in the trabecular meshwork , which contributes significantly to the outﬂow of aqueous humor ."}
RELATION_GENEHPOTERM_journal.pone.0026527.pdf_304_304_26,27_33,34	androgen_receptor/HP:0012125|Prostate cancer	{26,27,33,34}	{LaiJ,",",Kedda,l,"\\\\",’,IA,",",Hinze,K,",",Smith,RL,",",YaxleyJ,",",et,al.,(,2007,),PSA/KLK3,AREI,promoter,polymorphism,alters,androgen,receptor,binding,and,is,associated,with,prostate,cancer,susceptibility,.}	{"Yousef GIVI , Scorilas A , Nlagklara A , Nlemari N , Ponzone R , et al. ( 2002 ) The androgen-regulated gene human kallikrein 15 ( KLK15 ) is an independent and favourable prognostic marker for breast cancer .","BrJ Cancer 87 : 1294 — 1300 ."}	{"Carcinogenesis 28 : 1032 — 1039 .","Batra J , Tan OL , O’lVIara T , Zammit R , Nagle C1 \\\\ ’ I , et al. ( 2010 ) Kallikrein ~ related peptidase 10 ( KLK10 ) expression and single nucleotide polymorphisms in ovarian cancer survival ."}
RELATION_GENEHPOTERM_journal.pone.0011574.pdf_40_40_3,3_33,33	MITF/HP:0002861|Melanoma	{3,33}	{Continued,expression,of,MITF,has,been,shown,to,be,essential,for,melanoma,cell,proliferation,and,survival,and,",",in,fact,",",A/IITF,has,been,proposed,to,act,as,a,lineage,survival,oncogene,in,melanoma,[,23,],.}	{"R-ko + PLoS ONE | www .","p | osone.org cells [ 21,22 ] ."}	{"Signiﬁcantly increased levels of MITF , however , reduce melanoma cell proliferation and tumorigenicity [ 24,25 ] .","Consistent with this , there is less MITF expressed in melanoma cells than in normal melanocytes [ 25 ] ."}
RELATION_GENEHPOTERM_journal.pone.0059591.pdf_840_840_22,23_26,27	cyclin_D1/HP:0001402|Hepatocellular carcinoma	{22,23,26,27}	{VVon,C,",",Lee,CS,",",Lee,JK,",",Kim,TJ,",",Lee,KH,",",et,al.,(,2010,),CADPE,suppresses,cyclin,D1,expression,in,hepatocellular,carcinoma,by,‘,blocking,IL-6,—,induced,STAT3,activation,.}	{"Joo 1 \\\\ ’ I , Kang YK , Kim 1 \\\\ ’ IR , Lee HK , JangJJ ( 2001 ) Cyclin D1 overexpression in hepatocellular carcinoma .","Liver 21 : 89495 ."}	{"Anticancer Res 30 : 4814488 .","Altieri DC ( 2003 ) Walidating survivin as a cancer therapeutic target ."}
RELATION_GENEHPOTERM_journal.pone.0034676.pdf_483_483_18,18_25,26	COX/HP:0003003|Colon cancer	{18,25,26}	{Yang,VV,L,",",F,rucht,H,(,2001,),Activation,of,the,PPAR,pathway,induces,apoptosis,and,COX,~,2,inhibition,in,HT-29,human,colon,cancer,cells,.}	{"Nliller A , Stanton C , Devery R ( 2001 ) lVIodulation of arachidonic acid distribution by conjugated linoleic acid isomers and linoleic acid in IVICF-7 and SVV480 cancer cells .","Lipids 36 : 116141168 ."}	{"Carcinogenesis 22 : 13794383 .","Shantha Kumara HlV1 , Tohme ST , Yan X , Nasar A , Senagore A ] , et al. ( 2010 ) Plasma levels of angiostatin and endostatin remain unchanged for the first 3 weeks after colorectal cancer surgery ."}
RELATION_GENEHPOTERM_SCPDFS_43932.pdf_2384_2384_37,37_120,121	MHS2/HP:0000510|Retinitis pigmentosa	{37,120,121}	{malignant,hyperthermia,susceptibility,adult,muscle,sodium,channel,oz-subunit,as,gene,candidate,(,human,),",",14,",",829,apparent,exclusion,from,RYR1,locus,on,19q13,.1,(,human,),",",14,",",749,evidence,for,localization,of,MHS2,locus,to,17q,(,human,),",",14,",",562,in,mapping,of,AML1,gene,on,chromosome,21,:,genotyping,for,DNA,polymorphism,in,3,’,untranslated,region,(,human,),",",14,",",506,D8S133,locus,to,chromosome,8p,with,highly,informative,polymorphic,complex,dinucleotide,repeat,(,human,),",",13,",",232,homeobox,gene,Dbx,to,chromosome,7,(,human,),",",14,",",1107,TIMP-2,locus,to,chromosome,11,(,mouse,),",",14,",",828,nonrhodopsin,autosomal,dominant,retinitis,pigmentosa,in,affected,families,",",exclusion,of,chromosome,6,and,8,locations,",",14,",",191,prolactin,and,BoLA,.}	{"linkage heterogeneity between C3 and LDLR loci and APOA4 and","APOAZ loci in baboon , 14 , 43"}	{"— .","DRB3 genes : single sperm typing ( bovine ) , 13 ,"}
