mention_id	entity_name	mention_pos	words	sentences_before	sentences_after
MENTION_HPOTERM_journal.pone.0018525.pdf_28_20_29	HP:0002140|Ischemic stroke	{20,29}	{There,is,a,well-deﬁned,link,between,acute,exposure,to,ambient,particulate,matter,(,PM,),and,morbidity,and,mortality,from,ischemic,cardiovascular,events,including,acute,myocardial,infarction,and,ischemic,stroke,[,1,],.}	{"* E — mai | : g » mut | u@northwestern.edu",Introduction}	{"In the past several decades , the institution of pollution control measures has led to signiﬁcant reductions in mean and peak PM levels in most parts of the developed world [ 1 ] .","Nevertheless , in more recent populationbased cohorts , investigators have observed a persistent contribution of PM to mortality from ischemic cardiovascular events [ 2 ] ."}
MENTION_HPOTERM_SCPDFS_19671.pdf_131_145_145	HP:0004432|Agammaglobulinemia	{145}	{Fibroblast,growth,—,factor,receptor,2,(,FGFR2,),Fibroblast,growth,—,factor,receptor,2,(,FGFR2,),Fibroblast,growth,factor,receptor,2,(,FGFR2,),Hydroxymethylbilane,synthase,(,HMBS,),Crumbs,homolog,1,(,CRB1,),Male,germ,cell,—,associated,kinase,(,MAK,),Glycerol,kinase,(,GK,),Coagulation,factor,IX,(,F9,),Coagulation,factor,IX,(,F9,),Coagulation,factor,VIII,(,F8,),Coagulation,factor,VIII,(,F8,),TNF,receptor,superfamily,",",member,6,(,FAS,),Chloride,channel,",",voltage,—,sensitive,5,(,CLCN5,),C1,‘,D,(,carboxy,—,terminal,domain,",",RNA,polymerase,II,",",polypeptide,A,),phosphatase,",",subunit,1,(,CT,DP1,),Zinc,ﬁnger,E,»,box,binding,homeobox,2,(,ZEB2,),Adenomatous,polyposis,coli,(,APC,),MutS,homolog,2,",",colon,cancer,(,MSH2,),Bruton,agammaglobulinemia,tyrosine,kinase,(,BTK,),HESXho1neobox,1,(,HESX1,)}	{"Collagen , type IV , alpha 3 ( COL4A3 )","Progesterone receptor ( PGR ) Eyes absent homolog 1 ( EYA1 ) Glucuronidase , beta ( GUSB )"}	{Chr,"10 10 10 11 n ."}
MENTION_HPOTERM_journal.pone.0008709.pdf_374_0_0	HP:0001873|Thrombocytopenia	{0}	{Thrombocytopenia,was,also,detected,in,48,%,of,DF,cases,.}	{"Earlier reports from India found < 40 % DHF cases positive for the tourniquet test [ 43,44 ] .","Thus , presence of any two of the DHF classifying criteria by WHO - hemorrhage , hemoconcentration , plasma leakage and thrombocytopenia or circulatory collapse were used to classify DHF ."}	{"We observed a fairly large representation of secondary cases in both DF ( 75 % ) and DHF ( 86 % ) categories .","It is possible that with multiple circulating strains in an endemic area , many individuals could acquire two infections in a lifetime without ever experiencing severe dengue infection ."}
MENTION_HPOTERM_journal.pone.0032008.pdf_48_1_2	HP:0000833|Glucose intolerance	{1,2}	{As,glucose,intolerance,and,insulin,resistance,have,been,linked,to,ALS,[,"24,25",],",",and,in,light,of,the,neurotrophic,and,protective,actions,of,GLP-1R,activation,in,diverse,cellular,and,animal,models,of,neurodegeneration,",",we,hypothesize,that,GLP-1,and,analogues,may,provide,neuroprotective,actions,in,ALS,.}	{"In addition to neuroprotection , an elevation in neuronal progenitor cells was evident within the brain of GLP-1 agonist-treated animals [ 19,20,23 ] indicative of the induction of neuroregenerative processes .","The brain is a highly insulin sensitive organ and T2DM is known as a risk factor for many neurodegenerative diseases , including AD and PD in which the repositioning of Ex-4 is already being assessed as a new clinical treatment strategy ."}	{"To test this hypothesis , we investigated the therapeutic potential of Ex-4 in both cell culture and rodent models of ALS .",Results}
MENTION_HPOTERM_journal.pone.0040926.pdf_390_3_3	HP:0002861|Melanoma	{3}	{leﬂunomide,in,A375,melanoma,cells,by,three,independent,assays,",",strongly,indicating,that,the,AhR,regulates,the,anti-proliferative,effects,of,leﬂunomide,in,melanoma,cells,.}	{"` C PLoS ONE | www .","p | osone.org 7 July 2012 | Volume 7 | Issue 7 | e40926"}	{"A771726 Inhibition of A375 Melanoma Cells is Independent of AhR We previously reported that metabolic conversion of leﬂunomide to A771726 abrogates its ability to activate the AhR in hepal hepatoma cells .","[ 18 ] To conﬁrm and extend this ﬁnding to A375 melanoma cells , we performed electrophoretic mobility shift assays ( EMSA ) using whole cell extracts of A375 cells and XRE sequence containing DNA probes ."}
MENTION_HPOTERM_journal.pone.0086649.pdf_397_9_10	HP:0003251|Male infertility	{9,10}	{Singh,K,",",jaiswal,D,(,2011,),Human,male,infertility,:,a,complex,multifactorial,phenotype,.}	{"Best Pract Res Clin Obstet Gynaecol 17 ( 2 ) 121 l * 229 .","doi : Sl52l69340200l475 4 ."}	{"Reprod Sci 18 ( 5 ) :4 l8 — 425 .","doi : l0 ."}
MENTION_HPOTERM_journal.pgen.1000244.pdf_187_39_41	HP:0100280|Crohn's disease	{39,41}	{DE,nsSNPs,were,found,to,map,in,genes,with,a,role,in,cancer,susceptibility,(,BRACI,(,+1,13705,),",",BARD1,(,+,l13705,),),",",asthma,and,obesity,(,ADRB2,(,+,l09690,),),",",Crohn,’s,disease,(,DLG5,(,*,604090,),),",",myokymia,(,KCWAJ,(,*,l76260,),),",",diabetes,(,OASI,(,*,l64350,),),",",chronic,lymphatic,leukaemia,(,P2RX,7,(,*,602566,),),emphysema,and,liver,disease,(,P,I,(,+,l07400,),),",",severe,keratoderma,(,DSP,(,+,l25647,),),",",and,familial,hypercholesterolemia,(,ABCAI,(,+600046,),),.}	{"Though indirect and not comprehensive , this signal suggests that DE nsSNPs may be a random subset of nsSNPs ( Figure S1 a — c ) .","To assess how many DE nsSNPs have a known function , we explored the OMIM database [ 31 ] and found that 71 ( out of 1502 ) DE nsSNPs have an OMIM entry ( Table S2 ) ."}	{"In some cases the functional role of the nsSNP remains unclear and the noise in reported functional effects in OMIM is well-known and very difﬁcult to assess in a study such as the present , but there are examples where speciﬁc effects have been attributed to nsSNPs .",DE}
MENTION_HPOTERM_journal.pone.0070644.pdf_21_36_37	HP:0001658|Myocardial infarction	{36,37}	{Citation,:,Devaux,Y,",",Vausort,M,",",McCann,GP,",",Kelly,D,",",Collignon,O,",",et,al.,(,2013,),A,Panel,of,4,microRNAs,Facilitates,the,Prediction,of,Left,Ventricular,Contractility,after,Acute,Myocardial,Infarction,.}	{"The 4 miRNA panel reclassified a significant proportion of patients with a net reclassification improvement of 66 % ( P = 0.00005 ) and an integrated discrimination improvement of 0.08 ( P = 0.001 ) .","Conclusion : Our results indicate that panels of miRNAs may aid in prognostication of outcome after AMI ."}	{"PLoS ONE 8 ( 8 ) : e70644 .","doi :10.1371 / journa | ."}
MENTION_HPOTERM_SCPDFS_2424.pdf_407_6_7	HP:0003002|Breast carcinoma	{6,7}	{Expression,of,SIOOA4,in,early,stage,breast,carcinoma,cells,has,been,reported,as,an,independent,marker,of,poor,prognosis,(,Ismail,et,al.,",",2008,;,Lee,et,al.,",",2004,;,Rudland,et,al.,",",2000,),.}	{"Since the anatomy of the human and mouse mammary glands differ , we also looked at SIOOA4 immunostaining in normal mouse mammary gland , with similar outcome ( Supplementary Fig .","3 ) ."}	{"In light of this , our results are particularly interesting , implying that during malignant transformation of mammary epithelial cells , SIOOA4 expression increases , giving the S100A4 expressing carcinoma cells an advantage in the metastatic process .","Mammary gland is dynamic , undergoing development and stromal rearrangements throughout life ."}
MENTION_HPOTERM_journal.pone.0088516.pdf_214_38_38	HP:0000969|Edema	{38}	{15,min,after,paw,treatment,animals,received,saline,(,Sal,",",1,mL/kg,",",i.p.,),or,diclofenac,(,Diclo,",",30,mg/kg,",",i.p.,),A,),Administration,of,diclofenac,resulted,in,a,signiﬁcant,decrease,in,paw,edema,in,Xcarrageenan,treated,animals,3,h,post,paw,treatment,.}	{"Diclofenac administration following X-carrageenan injection attenuates PIP-induced paw edema and hyperalgesia .","Animals received subcutaneous injections of saline ( Sal ) or 7 » carrageenan ( Carr ) into the plantar surface of the right hind paw ( injected ) ."}	{"Edema of the untreated left hind paw ( contralateral ) was comparable in all treatment groups .","B ) Administration of diclofenac attenuated 7t — carrageenan — induced hyperalgesia 3 h post paw treatment ."}
MENTION_HPOTERM_journal.pone.0097566.pdf_537_31_32	HP:0012125|Prostate cancer	{31,32}	{Ghadjar,P,",",Loddenkemper,C,",",Coupland,SE,",",Stroux,A,",",Noutsias,l,"\\\\",’,1,",",et,al.,(,2008,),Chemokine,receptor,CCR6,expression,level,and,aggressiveness,of,prostate,cancer,.}	{"PLoS One 6 : e24856 .","18 ."}	{"J Cancer Res Clin Oncol 1.34 : 118141189 .","Frick Vo , Rubie C , Kolsch K , \\\\ / Vagner NI , Ghadjar P , et al. ( 2013 ) CCR6 / CCL20 chemokine expression profile in distinct colorectal malignancies ."}
MENTION_HPOTERM_journal.pone.0062612.pdf_221_7_7	HP:0002090|Pneumonia	{7}	{acute,cardiac,dysfunction,in,the,setting,of,pneumonia,.}	{"Charles PGP , \\\\ / Volfe R , VVhitl ) y 1 \\\\ ’ I , Fine NIJ , Fuller AJ , et al. ( 2008 ) Sl \\\\ ’ IARTCOP : a tool for predicting the need for intensive respiratory or vasopressor support in community-acquired pneumonia .","Clin Infect Dis 47 : 3754384 ."}	{"In contrast , the Pneumonia Severity Index includes a number of items that reﬂect the pre-existing health of the patient and , unsurprisingly , did predict mortality between one month and one year , as well as up to ten years after admission .","The strengths of the present study include the high recruitment rate and completeness of follow-up ."}
MENTION_HPOTERM_journal.pbio.0060111.pdf_714_22_22	HP:0100242|Sarcoma	{22}	{Weil,JE,",",Beemon,KL,(,2006,),A,3,’,UTR,sequence,stabilizes,termination,codons,in,the,unspliced,RNA,of,Rous,sarcoma,virus,.}	{"Matsuda D , Hosoda N , Kim YK , Maquat LE ( 2007 ) Failsafe nonsensemediated mRNA decay does not detectably target eIF4E-bound mRNA .","Nat Struct Mol Biol 14 : 974-979 ."}	{"RNA 12 : 102-110 .","Maquat LE , Li X ( 2001 ) Mammalian heat shock p70 and histone H4 transcripts , which derive from naturally intronless genes , are immune to nonsense-mediated decay ."}
MENTION_HPOTERM_journal.pgen.0020143.pdf_526_28_29	HP:0001370|Rheumatoid arthritis	{28,29}	{Lee,AT,",",Li,W,",",Liew,A,",",Bombardier,C,",",Weisman,M,",",et,al.,(,2005,),The,PTPN22,R620W,polymorphism,associates,with,RF,positive,rheumatoid,arthritis,in,a,dose-dependent,manner,but,not,with,HLA-SE,status,.}	{"Seldin MF , Shigeta R , Laiho K , Li H , Saila H , et al. ( 2005 ) Finnish casecontrol and family studies support PTPN22 R620W polymorphism as a risk factor in rheumatoid arthritis , but suggest only minimal or no effect in juvenile idiopathic arthritis .","Genes Immun 6 : 720-722 ."}	{"Genes Immun 6 : 129133 .","Bersaglieri T , Sabeti PC , Patterson N , Vanderploeg T , Schaffner SF , et al. ( 2004 ) Genetic signatures of strong recent positive selection at the lactase gene ."}
MENTION_HPOTERM_journal.pone.0082061.pdf_425_17_18	HP:0000556|Retinal dystrophy	{17,18}	{LaVail,IVIIVI,",",Battelle,B-A,(,1975,),Influence,of,eye,pigmentation,and,light,deprivation,on,inherited,retinal,dystrophy,in,the,rat,.}	{"Investigative Ophthalmology & Visual Science 52 : 1384 * 1391 .","21 ."}	{"Experimental Eye Research 21 : 167 — 192 .","22 ."}
MENTION_HPOTERM_journal.pone.0071785.pdf_168_1_1	HP:0002665|Lymphoma	{1}	{RFLP,Lymphoma,PB,507,"156 15 475 181",11,0.152}	{"Hold , G.L. 2009 Poland Caucasian Taqman Gastric cancer PB 261 58 7 316 85 5 0.117 Y Nieters , A. 2006 German Caucasian PCR .","— ."}	{"MAF : minor allele frequency in controls , HWE : Hardy .","— ."}
MENTION_HPOTERM_journal.pone.0047706.pdf_166_16_30	HP:0002231|Sparse body hair	{16,20,30}	{The,udder,skin,was,chosen,as,it,can,be,easily,accessed,in,cows,and,the,light-coloured,hair,coat,is,only,sparse,in,this,region,compared,to,the,rest,of,the,body,.}	{"Repeated measurements in the same animal and the same skin area in weekly intervals revealed deviations of £ 18 % which were not signiﬁcant .","Also the measurements taken within four days yielded no signiﬁcant differences [ 16 ] ."}	{"Measurements in humans have shown that the carotenoid concentration also depends on the side of the body on which the measurement is conducted [ 27,28 ] .","Contrary to the measurements reported by Niedorf et al. on an isolated perfused cow udder [ 18,29 ] , the data measured in this study were not inﬂuenced by absorption spectra of other chromophores due to the design of MSS [ 15 ] ."}
MENTION_HPOTERM_journal.pone.0039744.pdf_528_42_42	HP:0002099|Asthma	{42}	{Perera,F,",",Tang,VVY,",",Herbstman,J,",",Tang,D,",",Levin,L,",",et,al.,(,2009,),Relation,of,DNA,methylation,of,5,',~,CpG,island,of,ACSL3,to,transplacental,exposure,to,airborne,polycyclic,aromatic,hydrocarbons,and,childhood,asthma,.}	{"Ollikainen IVI , Smith KR , Joo EJ , Ng HK , Andronikos R , et al. ( 2010 ) DNA methylation analysis of multiple tissues from newborn twins reveals both genetic and intrauterine components to variation in the human neonatal epigenome .","Hum lVIol Genet 19 : 417644188 ."}	{"PLoS One 4 : e4488 .","PilsnerJR , Hu H , Ettinger A , Sanchez BN , VVright RO , et al. ( 2009 ) Inﬂuence of prenatal lead exposure on genomic methylation of cord blood DNA ."}
MENTION_HPOTERM_journal.pone.0075035.pdf_208_20_21	HP:0002140|Ischemic stroke	{20,21}	{We,set,out,to,examine,whether,CADASIL-linked,mutations,can,also,produce,a,clinical,phenotype,that,is,more,reminiscent,of,typical,ischemic,stroke,.}	{Discussion,"Rare mutations within the NOTCH3 gene resulting in the gain or loss of a cysteine residue produce the CADASIL phenotype ."}	{"In addition , we examined if other coding variants in NOTCH3 , common or rare variation , affect the individual susceptibility to ischemic stroke .","One of the variants identified is a known pathogenic CADASIL substitution ( p. R558C ) and was identified in a proband with a history of small vessel stroke ."}
MENTION_HPOTERM_journal.pone.0043749.pdf_102_7_7	HP:0002014|Diarrhea	{7}	{Positive,association,was,also,signiﬁcant,between,functional,diarrhea,and,increasing,BMI,in,trend,test,(,P,=,0.0147,),.}	{"On multivariate analysis , individuals aged 40 — 80 years , especially those aged 60 — 80 years , were signiﬁcantly more likely to have functional diarrhea than those aged 18 — 29 years ( 60 — 69 years and 70 — 80 years vs. 18 — 29 years , OR : 2.63 ; 95 % CI : 1.55 — 4.46 and OR : 2.95 ; 95 % CI : 1.62 — 5.36 , respectively ) .","Respondents with higher body mass index ( BMI ) were more likely to report functional diarrhea than those whose BMI were lower than 18.5 kg/m2 ( 18.5 — 22.9 kg/m2 , 23.0-27 .9 kg/m2 ,228 kg/m2 vs. < 18.5 kg/m2 , OR : 2.36 ; 95 % CI : 1.09 — 5.1 1 , OR : 3.49 ; 95 % CI : 1.61 — 7.58 , and OR : 3.83 ; 95 % CI : 1.63 — 8.99 ) ."}	{"Respondents with a family history of gastrointestinal disease were also more likely to report functional diarrhea ( OR : 1.58 ; 95 % CI : 1.08 — 2.31 ) .","No signiﬁcant association was found between functional diarrhea and living environment , sex , education , occupation , total monthly family income , smoking status , alcohol consumption or frequency of recreational exercise ."}
MENTION_HPOTERM_journal.pone.0019868.pdf_46_5_5	HP:0009733|Glioma	{5}	{WHO,grade,11,or,III,gliomas,are,invasive,",",progress,to,higher-grade,lesions,and,have,a,poor,outcome,.}	{"They show wide diversity with respect to location , morphology , genetic status and response to therapy .","Grade I gliomas occur more in children than in adults , are generally curable with complete surgical resection and rarely evolve into higher-grade lesions ."}	{"Glioblastoma ( GBM ) , the most common and most malignant glioma , has a very poor prognosis and may develop rapidly without evidence of a less malignant precursor lesion ( primary glioblastoma ) , or less commonly through progression from a lower grade tumour ( secondary glioblastoma ) [ 1,2 ] .","Isocitrate dehydrogenases ( IDH3 ) catalyse the oxidative decarboxylation of isocitrate to or-ketoglutarate ( cx-KG ) and reduce NAD + or NADP + to NADH or NADPH ."}
MENTION_HPOTERM_journal.pone.0100455.pdf_386_15_18	HP:0000271|Abnormality of the face	{15,18}	{Therefore,",",we,supposed,that,maybe,it,was,not,taken,too,much,attention,on,the,abnormal,dental,and,face,features,caused,by,NHS,mutations,",",especially,in,Chinese,patients,.}	{"And mutations in the NHS gene were identiﬁed in 11.8 % of the families , in whom congenital cataract was the only recorded sign in their first visit .","Atypical teeth abnormality was really detected in one patient , while there were no records about other abnormalities in the other three families with NHS mutations except for cataract ."}	{"We suggest that mutations in NHS are a common cause of congenital cataract , both syndromic and nonsyndromic .","Supporting Information"}
MENTION_HPOTERM_journal.pone.0007882.pdf_750_37_37	HP:0001909|Leukemia	{37}	{Hope,TJ,",",Bond,BL,",",1,"\\\\",’,IcDona_ld,D,",",K.,lein,NP,",",Parslow,TG,(,1991,),Effector,domains,of,human,immunodeficiency,virus,type,1,Rev,and,human,T,~,c,",",ell,leukemia,virus,type,1,Rex,are,functionally,interchangea1,),le,and,share,an,essential,peptide,motif,.}	{"J Biol Chem 278 : 37790 * 37798 .",.}	{"J Virol 65 : 600l — 6007 .",.}
MENTION_HPOTERM_journal.pone.0003565.pdf_524_15_15	HP:0001873|Thrombocytopenia	{15}	{NIoodyJL,",",Xu,L,",",Helgason,CD,",",Jirik,FR,(,2004,),Anemia,",",thrombocytopenia,",",leukocytosis,",",extramedullary,hematopoiesis,",",and,impaired,progenitor,function,in,Pten,+,/,*,SHIP,*,/,*,mice,:,a,novel,model,of,myelodysplasia,.}	{"J Clin Invest 104 : 175141759 .","31 ."}	{"Blood .","32 ."}
MENTION_HPOTERM_journal.pone.0081896.pdf_43_9_9	HP:0011675|Arrhythmia	{9}	{Hypertrophy,",",as,well,",",is,associated,with,cardiac,arrhythmias,.}	{"Left ventricular hypertrophy is the second leading cause of sudden cardiac death in the adult population .","This is most commonly the result of longstanding high blood pressure which has caused secondary damage to the wall of the main pumping chamber of the heart , the left ventricle ."}	{"The mechanism of death in the majority of patients dying of sudden cardiac death is ventricular ﬁbrillation ; as a consequence , there may be no prodromal symptoms associated with the death .","Patients may be going about their daily business and suddenly collapse , without any typical features of myocardial infarction ( heart attack ) like chest pain or shortness of breath [ 18 ] ."}
MENTION_HPOTERM_SCPDFS_39336.pdf_38_0_12	HP:0000274|Small face	{0,12}	{face,with,frontal,bossing,",",downturned,corners,of,the,mouth,",",a,small,chin,",",and,low-set,ears,.}	{"de .","0888-7543/01 $ 35.00 Copyright © 2001 by Academic Press All rights of reproduction in any form reserved ."}	{"Other features may include skeletal asymmetry , clinodactyly or brachydactyly of the little ﬁnger , café-au-lait spots , syndactyly between the second and third toes , and muscular hypotrophy / - tony .","Growth studies in 386 cases revealed a mean adult height of 151.2 cm in males and 139.9 cm in females ( Wollmann et al. , 1995 ) ."}
MENTION_HPOTERM_journal.pone.0087019.pdf_510_28_28	HP:0002664|Neoplasm	{28}	{FortunyJ,",",de,Sanjose,S,",",Becker,N,",","1\\\\/Iaynadie",l,"\\\\",I,",",Cocco,PL,",",et,al.,(,2006,),Statin,use,and,risk,of,lymphoid,neoplasms,:,results,from,the,European,Case,.}	{"39 .",.}	{"— .","Control Study EPILYl \\\\ ’ IPH ."}
MENTION_HPOTERM_journal.pone.0099961.pdf_17_16_30	HP:0004324|Increased body weight	{16,17,30}	{Overall,",",the,meta,—,analysis,also,revealed,that,the,deletion,of,MCH,signaling,suppressed,the,body,weight,",",fat,mass,",",and,plasma,leptin,",",while,MCH,signaling,deficiency,increased,the,body,temperature,",",oxygen,consumption,",",heart,rate,",",and,mean,arterial,pressure,.}	{"REM sleep , anxiety , responses to novelty , startle responses , and conditioned place preferences .","In contrast to the acute orexigenic effect of MCH , MCH signaling deficiency significantly increased food intake ."}	{"The lean phenotype of the MCH signa | ing — deficient mice was also confirmed in separate meta — ana | yses that were specific to sex and background strain ( i.e. , C57BL/6 and 129Sv ) .","MCH signaling deficiency caused a weak anxiolytic effect as assessed with the elevated plus maze and the open field test but also caused a weak anxiogenic effect as assessed with the emergence test ."}
