relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0079540.pdf_40_40_3_3_36_36	TRPC3/HP:0003074|Hyperglycemia	{3}	{36}	{In,addition,",",TRPC3,",",-,C4,",",-,M2,",",and,-,M7,have,been,suggested,to,be,responsible,for,oxidative,damage,and,stress,",",there,have,been,no,studies,focusing,on,its,role,in,hyperglycemia,induced,vascular,endothelial,cell,injury,.}	{"Among the 28 unique mammalian TRP channel isoforms that have been identified , at least 19 ( all of the TRPC ; TRPV1 , TRPV2 , and TRPVV4 ; all of the TRPM except TRPMM5 ; and TRPP1 and TRPP2 ) are expressed in vascular endothelial cells [ 9-11 ] .","Among these channels , TRPC1 , - C4 , - C6 , and - M7 have been linked to endothelial barrier dysfunction and perturbed angiogenic processes [ 12 ] ."}	{"Thus , the current study was designed to investigate 1 ) the effect of hyperglycemia on TRPM7 expression in HUVECs ; and 2 ) the role of TRPM7 in hyperglycemia-mediated injury of HUVECs .","Materials and Methods"}	0.026
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0078496.pdf_52_52_30_30_19_20_UNSUP	CRD/HP:0000556|Retinal dystrophy	{30}	{19,20}	{NGS,of,55,genes,involved,in,RP,and,LCA,(,the,term,“,LCA,”,was,applied,for,early-onset,retinal,dystrophies,",",including,infant,RP,and,infant,cone-rod,dystrophies,",",CRD,;,Additional,Data,File,S1,),in,126,patients,.}	{"Because chip-based analysis for previously reported mutations detects only a fraction of the causative alleles [ 8 ] , and gene-by-gene analysis by Sanger sequencing is too laborious and expensive , genetic testing has been the exception until recently .","Now , next-generation sequencing ( NGS ) allows for simultaneous and efficient analysis of all known disease genes for a given trait ."}	{"Causative mutations , including CNVs affecting one to multiple exons , were identiﬁed in the majority of patients and conﬁrmed the extensive genetic heterogeneity .","Our ﬁndings demonstrate the immense potential of NGS for diagnostics of retinal dystrophies and shed light on the genetic complexity of this disease group ."}	0.888
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0060099.pdf_602_602_9_9_47_47_UNSUP	SR/HP:0100753|Schizophrenia	{9}	{47}	{Gurling,Hl,"\\\\",I,",",Critchley,H,",",Datta,SR,",",l,"\\\\",IcQuillin,A,",",Blaveri,E,",",et,al.,(,2006,),Genetic,association,and,brain,morphology,studies,and,the,chromosome,8p22,pericentriolar,material,1,(,PCl,"\\\\",’,I1,),gene,in,susceptibility,to,schizophrenia,.}	{"\\\\ Ietaanalysis of 32 genome ~ wide linkage studies of schizophrenia .","Nlolecular Psychiatry 14 : 774 — 785 ."}	{"Archives of General Psychiatry ‘ 63 : 8444854 .","larroll LS , V \\\\ ’ illiams Nl \\\\ I , l \\\\ ’ Ioskvina V , Russell E , Norton N , et al. ( 2010 ) Evidence for rare and common genetic risk variants for schizophrenia at protein kinase C , alpha ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0080846.pdf_266_266_7_7_25_27_UNSUP	LE/HP:0002860|Squamous cell carcinoma	{7}	{25,26,27}	{Liu,Z,",",Wang,L,",",Wang,LE,",",Sturgis,EM,",",Wei,Q,(,2008,),Polymorphisms,of,the,DNMT3B,gene,and,risk,of,squamous,cell,carcinoma,of,the,head,and,neck,:,a,case-control,study,.}	{"PLOS ONE | www.plosone.org","DNMT3B -579 G > T Polymorphism and Thymomas"}	{"Cancer Lett 268 : 158-165 .","doi :10.1016 / j. can | et .2008.03.034 ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0083690.pdf_450_450_4_4_23_23_UNSUP	AC/HP:0001297|Stroke	{4}	{23}	{Crisafulli,A,",",Scott,AC,",",Wensel,R,",",Davos,CH,",",Francis,DP,et,al.,(,2003,),Muscle,metaboreﬂex-induced,increases,in,stroke,volume,.}	{"Journal of Appl Physiol 83 : 712-717 .","PubMed : 9292454 ."}	{"Med Sci Sports Exerc 35 : 221-228 ; discussion : 10.1097 / 00005768-200305001-01223 .","PubMed : 12569208 ."}	0
RELATION_GENEHPOTERM_journal.pgen.1003464.pdf_13_13_65_65_25_26	CDK6/HP:0003003|Colon cancer	{65}	{25,26}	{From,these,",",we,validated,and,further,characterized,novel,gene,fusions,involving,R051,tyrosine,kinase,in,angiosarcoma,(,CEP85L/R051,),",",SLC1A2,glutamate,transporter,in,colon,cancer,(,APIP/SLC1A2,),",",RAF1,kinase,in,pancreatic,cancer,(,ATG7/RAF1,),and,anaplastic,astrocytoma,(,BCL6/RAF1,),",",EWSR1,in,melanoma,(,EWSRI/CREM,),",",CDK6,kinase,in,T,—,cell,acute,lymphoblastic,leukemia,(,FAM733B,/,CDK6,),",",and,CLTC,in,breast,cancer,(,CLTC/VMP1,),.}	{"ta | e transcript level or genomic DNA copy number transitions occurring within genes .","Mining data from 974 diverse cancer samples , we identiﬁed 198 candidate fusions involving annotated cancer genes ."}	{"Notably , while these fusions involved known cancer genes , all occurred with novel fusion partners and in previously unreported cancer types .","Moreover , several constituted druggable targets ( including kinases ) , with therapeutic implications for their respective malignancies ."}	0.942
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0009777.pdf_1123_1123_23_23_26_26_UNSUP	BDNF/HP:0003006|Neuroblastoma	{23}	{26}	{Nakagawara,A,",",Azar,CG,",",Scavarda,NJ,",",Brodeur,G1,"\\\\",’,I,(,1994,),Expression,and,function,of,TRK-B,and,BDNF,in,human,neuroblastomas,.}	{"mpal long — term potentiation is impaired in mice lacking brain-derived neurotrophic factor .","Proc Nat Acad Sci ( USA ) 92 : 885648860 ."}	{"1\\\\/Iol Cell Biol 14 : 7594767 .","Lafont F , Rouget 1 \\\\ ’ I , Triller A , Prochiantz A , Rousselet A ( 1992 ) In vitro control of neuronal polarity by glycosaminoglycans ."}	0.914
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0080302.pdf_437_437_1_1_8_11_UNSUP	SS/HP:0006510|Chronic obstructive pulmonary disease	{1}	{8,9,10,11}	{Salvi,SS,",",Barnes,PJ,(,2009,),Chronic,obstructive,pulmonary,disease,in,non-smokers,.}	{"doi :10.1378 / chest.06-2949 .","PubMed : 17400690 ."}	{"Lancet 374 : 733-743 .","doi :10.1016 / S0140-6736 ( 09 ) 61303-9 ."}	0
RELATION_GENEHPOTERM_SCPDFS_3908.pdf_196_196_25_25_4_4	CNP/HP:0001548|Overgrowth	{25}	{4}	{Very,recently,",",skeletal,overgrowth,in,one,patient,was,correlated,with,increased,CNP,expression,due,to,a,chromosomal,translocation,involving,the,NCCP,gene,that,encodes,CNP,(,Bocciardi,et,al.,",",2007,),.}	{"Heterozygosity for this mutation is associated with short stature ( Olney et al. , 2006 ) .","The fact that loss of one functional allele of NPR2 is sufﬁcient to affect height conﬁrms the clinical importance of the CNP signaling system in controlling endochondral bone growth ."}	{"The importance of the CNP signaling system in mammalian endochondral ossiﬁcation is now clearly established , and focus has recently shifted towards the analyses of both the upstream regulators and the downstream mechanisms of CNP signaling in skeletal development .","CNP is thought to act in an auto — / paracrine manner , but is expressed in and acts on multiple tissues , some of which have the potential to indirectly control bone growth ."}	0.51
RELATION_GENEHPOTERM_SCPDFS_19793.pdf_185_185_4_5_11_13	methylenetetrahydrofolate_reductase/HP:0002860|Squamous cell carcinoma	{4,5}	{11,12,13}	{Polymorphisms,and,haplotypes,in,methylenetetrahydrofolate,reductase,gene,and,head,and,neck,squamous,cell,carcinoma,risk,.}	{"10 , 111-113 .","Galbiatti , A. L , et al. , 2011 ."}	{"Mol .","Biol ."}	0.686
RELATION_GENEHPOTERM_journal.pone.0072716.pdf_451_451_2_2_12_13	ghrelin/HP:0001658|Myocardial infarction	{2}	{12,13}	{Consistently,",",ghrelin,administered,for,4,weeks,to,rats,that,experienced,a,myocardial,infarction,attenuated,the,changes,in,ET-1,mRNA,observed,in,saline-treated,rats,[,57,],.}	{"This ﬁnding is consistent with data obtained in other tissues different from the brain .","Indeed , exogenous administration of ghrelin for 2 weeks was found to prevent the upregulation of ET-1 occurring after chronic pulmonary hypertension in rats [ 56 ] ."}	{"Ghrelin was also found to ameliorate vascular perfusion during sepsis by downregulating ET-1 [ 35 ] .","Overall , these data support the hypothesis that the potent modulatory properties of ghrelin on arterial blood vessels are mediated through the antagonism of ET-1 activity [ 34 ] ."}	0.104
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0051677.pdf_97_97_44_44_36_36_UNSUP	IL-2/blood	{44}	{36}	{Here,",",we,describe,a,human,immunodeﬁciency-like,condition,characterized,by,a,reduced,frequency,of,CD3_C56dim,cells,with,lower,percentages,of,terminally,differentiated,NK,cells,",",and,accumulation,of,CD3_CD561,’,rig,',“,cells,in,peripheral,blood,that,exhibit,altered,activation,in,response,to,IL-2,and,IL-15,.}	{"— .","CD25 associated with recurrent viral infections [ 9 ] , conﬁrming their role as effector cells against such pathogens but deﬁciencies that contribute to elucidate NK cell developmental pathways remain unknown ."}	{"Hence , our results contribute to further unravel human NK cell ontogeny as we provide strong evidence that support the idea that in viva CD56 \\" “ gh ‘ NK cells differentiate into cD56 ‘“ \\" ‘ NK cells .",Methods}	0.122
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0068063.pdf_7_7_25_25_27_28_UNSUP	DYT1/HP:0001304|Torsion dystonia	{25}	{27,28}	{To,date,",",a,great,deal,of,attention,has,been,focused,on,neuronal,TA,since,its,mutant,form,causes,ear,|,y,—,onset,(,DYT1,),torsion,dystonia,",",an,inherited,movement,disorder,characterized,by,sustained,muscle,contractions,and,abnormal,postures,.}	{Abstract,"Torsin A ( TA ) is a ubiquitous protein belonging to the superfamily of proteins called “ ATPases associated with a variety of cellular activities ” ( AAA * ATPase ) ."}	{"Interestingly , it has been proposed that TA , by interacting with the cytoskeletal network , may contribute to the control of neurite outgrowth and/or by acting as a chaperone at synapses could affect synaptic vesicle turnover and neurotransmitter release .","Accordingly , both its peculiar developmental expression in striatum and cerebellum and evidence from DYT1 knock — in mice suggest that TA may influence dendritic arborization and synaptogenesis in the brain ."}	0.554
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0028087.pdf_415_415_34_34_41_41_UNSUP	ABO/HP:0100753|Schizophrenia	{34}	{41}	{FFT,analysis,revealed,that,the,peak,amplitude,of,ABO,was,suppressed,and,that,of,GBO,was,ampliﬁed,signiﬁcantly,in,normal,controls,under,the,BM,condition,",",whereas,no,differences,of,either,frequency,band,(,ABO,or,GBO,),were,found,in,schizophrenia,patients,(,Figure,3,),.}	{"Moreover , the overall and negative symptom severities were negatively correlated with the neural activations ( M2 and M3 ) .","Thus , patients with schizophrenia exhibited loss of an entire chain of activation , presumably related to right parietal dysfunction , when the activation sequence was taken into account ."}	{"It has been investigated that the “ mu ” wave ( 8 — 13 Hz ) , which were corresponding to the ABO in our study , were suppressed by observing actions in normal controls [ 27 ] , but not suppressed in autism spectrum disorders [ 28 ] and schizophrenia [ 29 ] .","Since “ mu ” suppression can be used as a selective measure of MNS function [ 30 ] , the lack of ABO suppression in our patients with schizophrenia strongly suggests the existence of MNS dysfunction ."}	0.068
RELATION_GENEHPOTERM_SCPDFS_41368.pdf_11_11_1_1_26_28	EWS/HP:0004808|Acute myeloid leukemia	{1}	{26,27,28}	{The,EWS,gene,was,found,at,the,chromosome,breakpoints,in,Ewing,sarcoma,",",and,the,FUS/TLS,gene,was,found,at,the,breakpoints,of,myxoid,liposarcoma,and,acute,myeloid,leukemia,.}	{apan,"Received Jme 27 , 1996 ; accepted August 20 , 1996"}	{"These genes encode proteins that carry a highly homologous RNA binding domain .","Fusion proteins made of the N-terminal half of EWS or FUS / ' TLS and transcriptional regulatory proteins , also derived from genes located at breakpoints , have been suggested to be involved in the pathogenesis of tumors ."}	1
RELATION_GENEHPOTERM_journal.pone.0097271.pdf_1113_1113_50_50_30_31	CXCR4/HP:0002592|Gastric ulcer	{50}	{30,31}	{Sato,T,",",Amano,H,",",Ito,Y,",",Eshima,K,",",l,"\\\\",Iinamino,T,",",et,al.,(,2014,),Vascular,endothelial,growth,factor,receptor,1,signaling,facilitates,gastric,ulcer,healing,and,angiogenesis,through,the,upregulation,of,epidermal,growth,factor,expression,on,/,',EGFR1,(,+,),CXCR4,(,+,),cells,recruited,from,bone,marrow,.}	{"Q_uinn G , Ochiya T , Terada IVI , Yoshida T ( 2000 ) Nfouse flt ~ l promoter directs endothelial-speciﬁc expression in the embyroid body model of embryogenesis .","Biocl1em Bioph Res Co 276 : 108941099 ."}	{"J Gastroenterol 49 : 4554469 .","Hiratsuka S , Nakamura K , Iwai S , l \\\\ Iurakami NI , Itoh T , et al. ( 2002 ) NINIP9 induction by vascular endothelial growth factor receptor-1 is involved in lung specific metastasis ."}	0.008
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0095451.pdf_281_281_10_10_3_3_UNSUP	insulin/HP:0003074|Hyperglycemia	{10}	{3}	{The,recurrence,of,hyperglycemia,was,observed,upon,removal,of,the,insulin,implants,in,these,mice,(,Figure,2A,),.}	{gOO5,"stabilized blood glucose levels for 4 weeks to levels that were even lower than those in the WT control mice ."}	{"There were signiﬁcant differences in fasting blood glucose levels between the groups with and without insulin implants from weeks 2 — l4 ( * p < 0.05 , ANOVA ) .","There were no differences in the IPGTT ( Figure SQA , SQB in File S1 ) and ITT ( Figure SQD in File S1 ) results 1 week after insulin implant removal between the groups treated with and without insulin implants ."}	0.898
RELATION_GENEHPOTERM_SUP_F_GH_journal.pone.0023843.pdf_533_533_1_1_13_13_UNSUP	AC/l	{1}	{13}	{Staver,AC,",",Bond,WJ,",",Stock,VVD,",",Rensburg,SJv,",",VValdra_m,l,"\\\\",’,IS,(,2009,),Browsing,and,fire,interact,to,suppress,tree,density,in,an,African,savanna,.}	{"Soussana J , Allard V , Pilegaard K , Aml ) us P , Amman C , et al. ( 2007 ) Full accounting of the greenhouse gas ( CO2 , N20 , CH4 ) budget of nine European grassland sites .","Agriculture , Ecosystems and Environment 121 : 1214134 ."}	{"Ecological Applications 19 : 190941919 .","VVhitehead P , Purdon P , Russell ~ Smith J , Cooke P , Sutton S ( 2008 ) The management of climate change through prescribed Savanna burning : Emerging contributions of indigenous people in Northern Australia ."}	0.058
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0006050.pdf_556_556_7_7_33_33_UNSUP	JP/HP:0001909|Leukemia	{7}	{33}	{Saksena,NK,",",Herve,V,",",Durand,JP,",",Leguenno,B,",",Diop,01,%,",",et,al.,(,1994,),Seroepidemiologic,",",molecular,",",and,phylogenetic,analyses,of,simian,T,~,cell,leukemia,viruses,(,STLV,~,I,),from,various,naturally,infected,monkey,species,from,central,and,western,Africa,.}	{"Haya_mi 1 \\\\ ’ I , Komuro A , Nozawa K , Shotake T , Ishikawa K , et al. ( 1984 ) Prevalence of antibody to adult T-cell leukemia virus-associated antigens ( ATLA ) in Japanese monkeys and other non-human primates .","lntJ Cancer 33 : 1794183 ."}	{"Viro1oQ ' 198 : 2974310 .","Gessain A , 1 \\\\ ’ Iahieux R , de The G ( 1996 ) Genetic variability and molecular epidemiology of human and simian T cell leukemia / lymphoma virus type I. J AIDS and Human Retrovirol 13 Suppl 1 : S1324S145 ."}	0
RELATION_GENEHPOTERM_journal.pone.0093436.pdf_354_354_12_12_28_29	AA/HP:0012125|Prostate cancer	{12}	{28,29}	{Eeles,RA,",",Kote,~,Jarai,Z,",",Giles,GG,",",Olama,AA,",",Guy,NI,",",et,al.,(,2008,),lVIultiple,newly,identiﬁed,loci,associated,with,prostate,cancer,susceptibility,.}	{"Yeager l \\\\ ’ I , Orr N , Hayes RB , Jacobs KB , Kraft P , et al. ( 2007 ) Genome-wide association study of prostate cancer identiﬁes a second risk locus at 8q24 .","Nat Genet 39 : 645 — 649 ."}	{"Nat Genet 40 : 316 — 321 .","Gudmundsson J , Sulem P , Rafnar T , Bergthorsson JT , ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0001197.pdf_173_173_34_34_15_15_UNSUP	AMD/HP:0011510|Drusen	{34}	{15}	{Interestingly,",",this,same,allele,frequency,is,observed,in,those,individuals,with,intermediate,AMD,(,drusen,),with,a,strong,family,history,of,AMD,and,higher,than,in,those,with,the,same,category,of,AMD,in,the,AREDS,cohort,.}	{"Such an association is biologically plausible since complement factors , including CFH have been identiﬁed in drusen .","[ 20 ] We found that the frequency of the risk allele was similar among those with advanced AMD in all three groups ( approximately 0.60 ) ."}	{"Our future longitudinal studies will evaluate whether this is because individuals with a family history of AMD , who have both extensive drusen and the CFH risk allele are at very high risk of progression to choroidal neovascularization and / or geographic atrophy .","Previous studies have failed to show that OF H associates more frequently with the presence of either CNV or GA. ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0067185.pdf_96_96_15_15_39_39_UNSUP	S1/HP:0002014|Diarrhea	{15}	{39}	{Two,additional,analyses,focused,on,gastrointestinal,infection,:,1,),gastrointestinal,infection,diagnosis,(,Table,S1,),",",and,2,),expanding,1,),to,also,include,a,diarrhea,diagnosis,(,787.91,),",",which,is,nonspeciﬁc,for,infectious,diarrhea,.}	{"Two deﬁnitions were ICD-9-CM code based : 1 ) upper or lower respiratory tract infection diagnosis ( Table S1 ) , and 2 ) inﬂuenza diagnosis speciﬁcally .","Other deﬁnitions required a respiratory tract infection diagnosis and on the same day 3 ) fever [ 36 ] , or inﬂuenza or respiratory syncytial virus ( RSV ) laboratory test ordered ( a potential marker for acute infection , regardless of test result ) , and 4 ) fever , or positive inﬂuenza or RSV laboratory test ."}	{"Although a 6-week risk interval is standard for this research question , the period of greatest risk elevation may be shorter [ 10,37 ] .","As vaccination timing was precisely known [ 38 ] , two shorter vaccine risk intervals ( 4-weeks and 3-weeks ) were selected , and the 6-week interval was also subdivided into 3 intervals ( i.e. , days 1 through 7 , 8 though 28 , and 29 through 42 ) ."}	0
RELATION_GENEHPOTERM_journal.pone.0021455.pdf_356_356_29_29_21_22	ARIA/HP:0003193|Allergic rhinitis	{29}	{21,22}	{-,Bousquet,J,",",Khaltaev,N,",",Cruz,AA,",",Denhurg,J,",",Fokkens,Wj,",",et,al.,(,2008,),Allergic,Rhinitis,and,its,Impact,on,Asthma,(,ARIA,),2008,Update,(,in,collaboration,with,the,"\\\\",Vorld,Health,Organization,",",GA2LEN,and,AllerGen,),Allergy,63,(,Suppl,.}	{"Allergy 57 : 841 — 855 .",.}	{"86 ) : 8 — l60 .",.}	0.078
RELATION_GENEHPOTERM_journal.pone.0086238.pdf_496_496_20_20_38_39	N-cadherin/HP:0012125|Prostate cancer	{20}	{38,39}	{Gravdal,K,",",Halvosten,Q,],",",Haukaas,SA,",",Akslen,LA,(,2007,),A,switch,from,Ecadherin,to,N-cadherin,expression,indicates,epithelial,to,mesenchymal,transition,and,is,of,strong,and,independent,importance,for,the,progression,of,prostate,cancer,.}	{"PLoS One 5 : e12445 .","32 ."}	{"Clin Cancer Res 13 : 700347011 .","33 ."}	0.022
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0007183.pdf_34_34_45_45_36_37_UNSUP	IPEX/HP:0002958|Immune dysregulation	{45}	{36,37}	{In,humans,Treg,also,play,an,important,role,in,the,immune,balance,",",as,patients,lacking,functional,Treg,",",due,to,loss-of-function,mutations,in,the,transcription,factor,FOXP3,",",suffer,from,severe,generalized,autoimmune,disease,;,immune,dysregulation,",",polyendocrinopathy,",",enteropathy,",",X-linked,(,IPEX,),[,"3,4",],.}	{Introduction,"CD4 + CD25 + FOXP3 + regulatory T cells ( Treg ) are of critical importance for the maintenance of immune homeostasis , as numerous experimental mouse models for autoimmune diseases correlate the presence of functional Tregs with amelioration of disease severity [ 1,2 ] ."}	{"In addition , in human autoimmune diseases , like juvenile Idiopathic Arthritis ( ] IA ) , negative correlations are found between the presence of regulatory T cells and disease severity [ 5 ] .","Therefore , Treg are considered an important therapeutic target for a large range of human immune mediated diseases , and ongoing clinical trials attempt to modulate the population of Treg , and thereby restore immune balance ."}	0.994
RELATION_GENEHPOTERM_journal.pbio.1001485.pdf_229_229_4_4_15_16	HSL/HP:0000833|Glucose intolerance	{4}	{15,16}	{Similarly,to,partial,genetic,HSL,depletion,",",pharmacological,HSL,inhibition,protects,mice,from,insulin,and,glucose,intolerance,.}	{"Glycemia was comparable between HSL inhibitor - and vehicletreated animals at different time points during glucose tolerance test ( Figure 6H ) .","However , plasma insulin level at I5 min was lower in mice treated with the HSL inhibitor , indicating a better control of glycemia by insulin when HSL is inhibited ( Figure 6I ) ."}	{"Molecular Mechanisms Underlying Improvement of Insulin Sensitivity in Mice with Partial Inhibition of HSL The improvement of insulin sensitivity in HF D-fed HSL + / _ and HSL inhibitor-treated mice could result from changes in levels of adipokines with action on insulin signalling .","Adiponectin plasma levels were not different from control animals in mice with partial"}	0.344
RELATION_GENEHPOTERM_journal.pone.0097471.pdf_240_240_76_76_101_101	NLRC5/HP:0002861|Melanoma	{76}	{101}	{|,ike,receptor,22,Gig1,interferon,—,inducib,|,e,protein,Gig1,NOD1,Nod,1,protein,Mxa,|,nterferon,»,induced,GTP,—,binding,protein,MxA,NOD2,Nod,2,protein,Mxb,|,nterferon,—,induced,GTP,—,binding,protein,MxB,NOD3,Nod,3,protein,Mxe,|,nterferon,»,induced,GTP,—,binding,protein,MxE,NLRC3,NLR,family,",",pyrin,domain,containing,3,ISGZO,|,nterferon,—,stimu,|,ated,exonuclease,gene,20,—,|,ike,2,NLRC5,NLRC5,receptor,IFRD1,interferon,—,re,|,ated,developmental,regulator,1,NLRX1,NLRX1,receptor,IFRD2,interferon,—,re,|,ated,developmental,regulator,2,MDA5,Melanoma,differentiation,associated,protein,5,viperin,Radical,S,»,adenosy,|,methionine,domain,containing,protein,2}	{"| ike receptor 9 ISGS6 interferon — inducib | e protein 56 TLR22 to | | .","— ."}	{"Adapters , effectors and signal transducers ADAR adenosine deaminase , RNA — specific","MyD88 myeloid differentiation primary response protein 88 eif2ak2 eukaryotic translation initiation factor 2 alpha kinase 2 TRAF3 \\" NF receptor — associated factor 3 Interferon regulatory factors TRAF6 \\" NF receptor ~ associated factor 6 IRF1 in erferon regulatory factor 1 IRAK4 inter | eukin — 1 receptor — associated kinase 4 | RF2 in erferon regulatory factor 2 TAB1 ' AK1 » Binding Protein 1 | RF2a in erferon regulatory factor 2a TAB2 ' AK1 ."}	0.248
RELATION_GENEHPOTERM_journal.pone.0001462.pdf_359_359_22_22_27_29	H2/HP:0004950|Peripheral arterial disease	{22}	{27,28,29}	{Fontana,P,",",Gaussem,P,",",Aiach,l,"\\\\",’,I,",",FiessingerJN,",",EmmerichJ,",",et,al.,(,2003,),P2Y12,H2,haplotype,is,associated,with,peripheral,arterial,disease,:,a,case-control,study,.}	{"Circulation 108 : 989 — 995 .","12 ."}	{"Circulation 108 : 2971 — 2973 .","13 ."}	0.156
RELATION_GENEHPOTERM_journal.pmed.0020199.pdf_1103_1103_41_41_16_17	CSNK1D/HP:0100280|Crohn's disease	{41}	{16,17}	{Staining,of,a,representative,mucosal,tissue,samples,from,five,normal,controls,(,N,),",",five,Crohn,disease,(,CD,),",",and,six,ulcerative,colitis,(,UC,),patients,using,antibodies,against,(,A,),CEACAM1,",",(,B,),CSNK1D,",",and,(,C,),PRKCB1,.}	{"Figure 4 .","Immunohistochemical Localization of CEACAM1 , CSNK1D , and PRKCB1 in Colonic Mucosa"}	{"( A ) CEACAM1 immunoreactivity was found in the apical epithelial lining ( 1 ) , crypts of inflamed tissue ( 2 , 4 ) .","Additional staining was detected in immune cells ( 3 ) and blood vessels ( 5 ) ."}	0.002
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0025968.pdf_27_27_41_41_33_34_UNSUP	ALS/HP:0003560|Muscular dystrophy	{41}	{33,34}	{NS059l55,(,AL,),",",NIH,U01,NSO62713,(,NM,",",JC,",",LK,),",",The,Robert,Packard,Center,for,Lou,Gehrig,'s,Disease,(,ALS,),Research,(,NM,),",",Muscular,Dystrophy,Association,(,NM,),",",The,ALS,Association,(,NM,),",",The,Maryland,Stem,Cell,Research,Fund,(,NM,),.}	{"Funding : The work was supported by : National Institutes of Health ( NIH ) F32 .","— ."}	{"The funders had no role in study design , data collection and analysis , decision to publish , or preparation of the manuscript .","Competing Interests : JC and MR have a ﬁnancial interest and are associated with Q Therapeutics Inc. , which provided the hGRPs for transplantation ."}	0.04
RELATION_GENEHPOTERM_journal.pone.0023745.pdf_37_37_43_43_26_27	CD/HP:0100279|Ulcerative colitis	{43}	{26,27}	{In,recent,genome-wide,association,studies,",",the,total,number,of,susceptibility,loci,amounts,to,99,",",but,this,probably,accounts,for,only,16,%,of,the,ulcerative,colitis,(,UC,),[,9,],and,20,%,of,the,Crohn,’s,disease,(,CD,),heritability,[,10,],.}	{"p | osone.org highlight key pathogenic mechanisms , including disturbed antibacterial defense ( e.g. JVOD2 , ATG ] 6L ] , cathelicidin , defensins ) and barrier function ( eg .","PARD3 , M4012 , myosin IXB ) [ 3-8 ] ."}	{"It has been estimated that future genome-wide association scans will only yield a few more percent of CD and UC","heritability ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0080088.pdf_188_188_28_28_31_32	LPL/HP:0012191|B-cell lymphoma	{28}	{31,32}	{The,mutation,was,detected,in,20,of,the,28,patients,:,18,of,the,25,WM,(,72,%,),",",one,of,the,2,non,|,gMsecreting,LPL,",",and,B-cell,lymphoma,with,lgG,M-protein,(,Table,2,",",Figure,3,B-C,),.}	{"We also examined in the 38 patients with myeloma with BS/E1 digestion ; however , no aberrant bands were observed .","AS-PCR Sensitivity to the L265P mutation by AS-PCR was 0.1-0 .5 % in our study ( Figure 3 A ) ."}	{"All of the 18 patients , in whom the L265P mutation was detected by AS-PCR , were also shown to have the mutation by BS/E1 digestion ( Table 2 ) .","The location of the analyzed mutation and a schema of the involved pathway are shown in Figure 4 ."}	0.006
RELATION_GENEHPOTERM_journal.pone.0057066.pdf_9_9_14_14_9_12	COPD/HP:0006510|Chronic obstructive pulmonary disease	{14}	{9,10,11,12}	{Background,:,Seasonal,variations,in,the,acute,exacerbation,of,chronic,obstructive,pulmonary,disease,(,COPD,),have,been,reported,.}	{"Ming University , Taipei , Taiwan",Abstract}	{"However , the influence of air temperature and other meteorological factors on COPD exacerbation remains unclear .","Methods : National Health Insurance registry data from January 1 , 1999 to December 1 , 2009 and meteorological variables from the Taiwan Central Weather Bureau for the same period were analyzed ."}	0.01
RELATION_GENEHPOTERM_journal.pone.0046869.pdf_684_684_1_1_22_23	RL/HP:0005547|Myeloproliferative disorder	{1}	{22,23}	{Levine,RL,",",Pardanani,A,",",Telferi,A,",",Gilliland,DG,(,2007,),Role,ofJAK2,in,the,pathogenesis,and,therapy,of,myeloproliferative,disorders,.}	{"Cancer Res 62 : 66594 6666 .",.}	{"Nat Rev Cancer 7 : 6734683 .",.}	0.002
