relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_38837.pdf_42_42_1_1_28_28_UNSUP	PAX6/HP:0000526|Aniridia	{1}	{28}	{The,PAX6,gene,",",which,is,a,member,of,the,paired,box,—,containing,PAX,family,of,developmental,genes,",",was,implicated,in,inherited,anteriorsegment,anomalies,such,as,aniridia,and,PA,[,4,],.}	{"It is generally accepted that this anomaly is the result of abnormal migration or function of the neural crest cells [ 2 ] or of abnormalities in lens development [ 3 ] .","Several genes have been implicated in the pathogenesis of PA or associated phenotypes ."}	{"Haploinsufﬁciency of the PAX6 gene , due to deletion of the entire gene or missense mutation in the paired-box domain , has been reported as the genetic alteration in PA patients [ 4 ] .","The bicoid-related homeobox transcription factor gene ( PITX2 ) involved in Rieger syndrome [ 5 ] and PITX3 , also a member of the PITX homeobox gene family , mutated in anterior-segment mesenchymal dysgenesis and congenital"}	0.99	0.832	0.492	{VERB_[containing],BETW_2_GRAM_[paired_box],VERB_[was],VERB_[implicated],VERB_[inherited],"BETW_2_GRAM_[,_be]",VERB_[is],BETW_2_GRAM_[the_paired],BETW_2_GRAM_[be_implicate],BETW_2_GRAM_[in_inherit],BETW_2_GRAM_[such_as],BETW_2_GRAM_[which_be],"BETW_2_GRAM_[gene_,]",EXT_NGRAM_[the]_[and],BETW_2_GRAM_[family_of],BETW_2_GRAM_[of_the],MIN_VERB_GENE_[implicate]_HPO_[inherit],INT_NGRAM_[gene]_[as],BETW_2_GRAM_[member_of],"BETW_2_GRAM_[,_which]",BETW_2_GRAM_[pax_family],BETW_2_GRAM_[developmental_gene],BETW_2_GRAM_[anteriorsegment_anomaly],BETW_2_GRAM_[contain_pax],BETW_2_GRAM_[inherit_anteriorsegment],BETW_2_GRAM_[—_contain],BETW_2_GRAM_[of_developmental],BETW_2_GRAM_[box_—],BETW_2_GRAM_[be_a],BETW_2_GRAM_[a_member],BETW_2_GRAM_[anomaly_such],BETW_2_GRAM_[implicate_in]}	{-2.23413,2.13879,-1.802,1.52445,1.34065,0.973336,-0.872278,0.841061,-0.715097,0.689617,-0.613044,0.604208,0.524918,0.50427,0.500119,-0.43174,0.399878,0.39326,-0.366977,0.180489,0.134718,0.134718,0.134718,0.134718,0.134718,0.108564,-0.0920323,-0.063283,-0.0409078,0.0375471,0.0225928,0.00866939}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0004273.pdf_192_192_6_6_36_38_UNSUP	PRDM5/HP:0000234|Abnormality of the head	{6}	{36,38}	{Injection,of,mRNA,encoding,for,human,PRDM5,(,/,zPRDM5,),at,doses,ranging,between,50,and,200,pg,/,embryo,resulted,in,embryos,with,a,shorter,body,axis,due,to,posterior,truncation,",",a,bigger,head,and,abnormal,somites,(,Figure,3H,),",",a,phenotype,somehow,opposite,to,that,induced,by,SBmo,injections,.}	{"The injection of a mixture of both morpholinos * mo : 4ng ATGmo +4 ng SBmo ) gave a phenotype similar to the SBmo alone ( Figure 3F ) .","The differences in the effects of the two morpholinos possibly reﬂect different roles of maternal and zygotic Prdm5 in convergent extension ( CE ) movements of components of the mesendoderm ."}	{"To verify if the defects observed in embryos injected with either prdm5 morpholinos or / zPRDM5 were due to speciﬁc loss or gain of u an .",.}	0.954	0.99	0.58	{BETW_2_GRAM_[)_at],VERB_[ranging],MIN_VERB_[encode],VERB_[resulted],BETW_2_GRAM_[(_/],BETW_2_GRAM_[dose_range],BETW_2_GRAM_[embryo_with],BETW_2_GRAM_[posterior_truncation],BETW_2_GRAM_[shorter_body],"BETW_2_GRAM_[truncation_,]",BETW_2_GRAM_[axis_due],BETW_2_GRAM_[a_bigger],BETW_2_GRAM_[embryo_result],BETW_2_GRAM_[to_posterior],BETW_2_GRAM_[body_axis],BETW_2_GRAM_[and_200],"BETW_2_GRAM_[,_a]",BETW_2_GRAM_[result_in],BETW_2_GRAM_[/_zprdm5],BETW_2_GRAM_[zprdm5_)],EXT_NGRAM_[human]_[somite],BETW_2_GRAM_[/_embryo],INT_NGRAM_[(]_[bigger],BETW_2_GRAM_[with_a],BETW_2_GRAM_[a_shorter],BETW_2_GRAM_[at_dose],BETW_2_GRAM_[pg_/],BETW_2_GRAM_[200_pg],BETW_2_GRAM_[50_and],BETW_2_GRAM_[range_between],BETW_2_GRAM_[between_50],BETW_2_GRAM_[due_to],BETW_2_GRAM_[in_embryo]}	{-1.58363,1.29333,-1.17229,-0.981195,-0.668173,0.648911,-0.613372,0.587477,0.587477,0.587477,0.587477,0.587477,0.562582,0.492818,0.41553,0.391065,-0.355931,0.346623,0.301851,0.301851,0.301851,0.301851,0.301851,-0.275439,0.2602,0.254022,-0.186868,0.172991,-0.164491,-0.161479,0.0694959,-0.0589274,0.0326783}
RELATION_GENEHPOTERM_SUP_MAP_journal.pmed.0050027.pdf_419_419_1_1_34_35_UNSUP	PPARG/HP:0000855|Insulin resistance	{1}	{34,35}	{The,PPARG,mutation,is,a,loss-of-function,mutation,",",but,did,not,manifest,dominant,negative,activity,",",which,is,a,feature,of,the,other,PPARG,variants,shown,to,be,associated,with,partial,lipodystrophy,and,severe,insulin,resistance,[,31,],.}	{"We originally identiﬁed the PPP1R3A FS mutation in a large kindred with severe insulin resistance and type 2 diabetes [ 1 ] .","In that kindred only those individuals harbouring a second unlinked mutation in PPARG were severely insulin resistant ."}	{"In a second family , weight gain appeared to induce disproportionate insulin resistance in PPP1R3A FS carriers [ 1 ] .","Taken together , these data suggest that carriers of the PPPIRSA FS variant may be predisposed to develop severe insulin resistance in the setting of adipose tissue dysfunction ."}	1	0.734	0.998	{BETW_2_GRAM_[mutation_be],BETW_2_GRAM_[with_partial],"BETW_2_GRAM_[mutation_,]",VERB_[did],BETW_2_GRAM_[a_feature],INT_NGRAM_[mutation]_[severe],VERB_[is],VERB_[be],VERB_[shown],BETW_2_GRAM_[be_associate],BETW_2_GRAM_[a_loss-of-function],BETW_2_GRAM_[which_be],EXT_NGRAM_[the]_[[],BETW_2_GRAM_[partial_lipodystrophy],BETW_2_GRAM_[feature_of],BETW_2_GRAM_[lipodystrophy_and],BETW_2_GRAM_[the_other],BETW_2_GRAM_[but_do],BETW_2_GRAM_[loss-of-function_mutation],BETW_2_GRAM_[of_the],"BETW_2_GRAM_[,_but]",MIN_VERB_GENE_[do]_HPO_[associate],VERB_[associated],BETW_2_GRAM_[variant_show],BETW_2_GRAM_[and_severe],BETW_2_GRAM_[do_not],BETW_2_GRAM_[to_be],"BETW_2_GRAM_[,_which]",BETW_2_GRAM_[not_manifest],BETW_2_GRAM_[show_to],BETW_2_GRAM_[dominant_negative],BETW_2_GRAM_[associate_with],BETW_2_GRAM_[be_a],"BETW_2_GRAM_[activity_,]",BETW_2_GRAM_[negative_activity],BETW_2_GRAM_[other_pparg],BETW_2_GRAM_[manifest_dominant],BETW_2_GRAM_[pparg_variant]}	{2.82231,2.29928,2.0771,-1.57399,1.19045,1.09148,-0.872278,-0.812571,-0.812143,0.717946,0.69777,0.604208,0.588764,0.558508,0.528495,0.524583,-0.52082,-0.481701,-0.479735,-0.43174,-0.35389,-0.330594,0.302613,0.265211,-0.210447,-0.189167,0.188998,0.180489,0.131604,0.11663,-0.0724887,0.0647082,-0.0409078,-0.0228071,0.0221685,0.0221685,0.0221685,0.0221685}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0019240.pdf_551_551_19_19_12_13_UNSUP	TRIM33/HP:0002890|Thyroid carcinoma	{19}	{12,13}	{B,Transcription,intermediary,factor,1,(,TR,|,M24,),",",E3,Thyroid,carcinoma,ubiquitin,—,protein,ligase,(,TRIM33,)}	{"B Small ubiquitin — re | ated modifier 4 ( SUMO4 ) Diabetes mellitus bonus TGF .","— ."}	{"| kb1 EGF/MAPK , WNT Serine/threonine — protein kinase 11 ( STK11 ) Peutz .","— ."}	0.954	0.044	0.858	{INV_MIN_VERB_GENE_[NULL]_HPO_[NULL],BETW_2_GRAM_[—_protein],INV_EXT_NGRAM_[e3]_[)],"INV_WORD_SEQ_NER_[ubiquitin — protein ligase NUMBER]",BETW_2_GRAM_[protein_ligase],"INV_WORD_SEQ_[ubiquitin — protein ligase (]",INV_INT_NGRAM_[ubiquitin]_[(],BETW_2_GRAM_[ubiquitin_—],INV_POS_SEQ_[NN_NN_NN_NN_CD],BETW_2_GRAM_[ligase_(],INV_DEP_PATH_[nn@nn]}	{-0.777022,0.627006,0.410029,0.410029,0.410029,0.410029,0.410029,0.294602,0.287808,0.256173,0.239381}
RELATION_GENEHPOTERM_SCPDFS_19149.pdf_417_417_10_10_21_23	ZFX/HP:0002860|Squamous cell carcinoma	{10}	{21,22,23}	{Knockdown,of,zinc,ﬁnger,protein,",",X,—,linked,(,ZFX,),inhibits,cell,proliferation,and,induces,apoptosis,in,human,laryngeal,squamous,cell,carcinoma,.}	{"360 , 301-307 .","Fang , _ I. , et al. , 2012 ."}	{"Mol .","Cell ."}	0.984	0.078	1	{BETW_2_GRAM_[cell_proliferation],BETW_2_GRAM_[)_inhibit],BETW_2_GRAM_[and_induce],BETW_2_GRAM_[apoptosis_in],BETW_2_GRAM_[proliferation_and],VERB_[inhibits],EXT_NGRAM_[(]_[.],BETW_2_GRAM_[inhibit_cell],VERB_[induces],BETW_2_GRAM_[induce_apoptosis],BETW_2_GRAM_[in_human],BETW_2_GRAM_[human_laryngeal],INT_NGRAM_[)]_[laryngeal],MIN_VERB_GENE_[link]_HPO_[induce]}	{2.07235,1.27473,0.624605,0.611561,-0.481826,-0.416104,-0.410638,0.35871,0.33281,-0.247776,0.208828,0,0,0}
RELATION_GENEHPOTERM_SCPDFS_40950.pdf_42_42_33_33_41_41	PAX6/HP:0000528|Anophthalmia	{33}	{41}	{These,include,mutations,in,the,galactokinase,gene,(,Stambolian,et,al.,",",1995,),",",the,activation,of,7/E-crystallin,pseudogene,(,Brakenhoff,et,al.,",",1994,),",",and,some,mutations,in,the,PAX6,gene,that,also,lead,to,aniridia,and,anophthalmia,(,Glaser,et,al.,",",1994,),.}	{"In humans several cataract loci have been identiﬁed , by linkage analysis , on chromosomes 1 , 2 , 16 , and 17 ( Hejtmancik et al. , 1995 ; Padma et al. , 1995 ; Berry et al. , 1996 ) .","Genetic defects resulting in different types of cataracts have been described ."}	{"Genes involved in anterior polar cataracts have not yet been","0888-7543/97 $ 25.00 Copyright © 1997 by Academic Press All rights of reproduction in any form reserved ."}	0.98	0.866	0.99	{INT_NGRAM_[gene]_[and],BETW_2_GRAM_[aniridium_and],MIN_VERB_GENE_[lead]_HPO_[lead],BETW_2_GRAM_[also_lead],BETW_2_GRAM_[lead_to],EXT_NGRAM_[the]_[(],BETW_2_GRAM_[gene_that],BETW_2_GRAM_[that_also],VERB_[lead],BETW_2_GRAM_[to_aniridium],"WORD_SEQ_NER_[gene that also lead to aniridium and]",POS_SEQ_[NN_WDT_RB_VBP_TO_NN_CC],DEP_PATH_[nn-prep_in|gene-conj_and|mutation-dep|PERSON@nn-prep_to|PERSON-rcmod|lead],"WORD_SEQ_[gene that also lead to aniridium and]"}	{1.32868,1.27905,-0.808567,0.649797,0.622323,0.569952,0.305292,-0.0615467,-0.0395366,0,0,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_44036.pdf_86_86_27_27_21_22_UNSUP	SPG1/HP:0001258|Spastic paraplegia	{27}	{21,22}	{The,terminal,long,arm,of,chromosome,X,contains,several,other,neurological,disease,genes,",",including,the,genes,for,MASA,syndrome,and,spastic,paraplegia,with,mental,retardation,(,SPG1,),",",both,disorders,sharing,phenotypic,features,with,HSAS1,(,8,",",11,),.}	{"This location score strongly supports the distal location of HSAS1 with respect to the DXS304 locus ( odds 1:747 ) .","The proximal placement of HSAS1 with respect to FSC is only 1.5 times more likely than a distal one ."}	{"Along these lines , family 1 , which gives by itself signiﬁcant lod scores with the Xq28 markers , strongly argues for these disorders being allelic by showing intrafamilial phenotypic variability ( 9 ) .","In conclusion , the present study conﬁrms the localization of the HSAS1 gene to Xq28 ."}	0.904	0.012	0.978	{INV_INT_NGRAM_[with]_[(],"INV_WORD_SEQ_[with mental retardation (]","INV_WORD_SEQ_NER_[with mental retardation NUMBER]",INV_DEP_PATH_[nn-dep|)@],INV_EXT_NGRAM_[and]_[)],INV_POS_SEQ_[IN_JJ_NN_CD],INV_MIN_VERB_[include]}	{0.676927,0.670056,0.670056,-0.418429,0.362534,0.12643,-0.12335}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0001511.pdf_641_641_32_32_40_40_UNSUP	HERG/HP:0011675|Arrhythmia	{32}	{40}	{Abbott,GVV,",",Sesti,F,",",Splawski,I,",",Buck,l,"\\\\",’,IE,",",Lehmann,NIH,",",et,al.,(,1999,),l,"\\\\",’,IiRPl,forms,IKr,potassium,channels,with,HERG,and,is,associated,wit,',i,cardiac,arrhythmia,.}	{"Kole NIH , Hallermann S , Stuart GJ ( 2006 ) Single Ih channels in neuron dendrites : properties , distribution , and impact on action output .","J Neurosci 26 : 1677487 ."}	{"Cell 97 : 175487 .","Hoppe UC , l \\\\ ’ Iarban E , Johns DC ( 2001 ) Distinct gene — specific mechanisms of arrhythmia revealed by cardiac gene transfer of two long QT disease genes , HERG and KCNEl ."}	0.916	0.17	0.914	{VERB_[is],MIN_VERB_[associate],BETW_2_GRAM_[be_associate],BETW_2_GRAM_['_i],BETW_2_GRAM_[wit_'],"WORD_SEQ_[and be associate wit ' i cardiac]",POS_SEQ_[CC_VBZ_VBN_NN_''_FW_JJ],DEP_PATH_[prep_with-rcmod|channel@dep-tmod|i-rcmod|associate],BETW_2_GRAM_[i_cardiac],"WORD_SEQ_NER_[and be associate wit ' i cardiac]",VERB_[associated],INT_NGRAM_[and]_[cardiac],BETW_2_GRAM_[associate_wit],BETW_2_GRAM_[and_be],EXT_NGRAM_[with]_[.]}	{-0.872278,-0.765182,0.717946,0.545148,0.450059,0.331309,0.331309,0.331309,0.331309,0.331309,0.302613,-0.283025,0.280071,0.269328,0.0392905}
RELATION_GENEHPOTERM_SCPDFS_48297.pdf_63_63_16_16_29_29	ABL/HP:0001009|Telangiectasia	{16}	{29}	{Note,added,in,proof,Two,additional,papers,have,been,published,recently,that,demonstrate,an,interaction,between,ABL,and,ATM,(,the,product,of,the,gene,defective,in,ataxia,—,telangiectasia,),in,response,to,DNA,damage,.}	{"PK could be ultimately responsible for detem ' tining the fate of cells which ltave sustained DNA damage .","2 : :"}	{"See Baskaran , R. er al. .","Nature 387 ."}	0.998	0.694	0.878	{BETW_2_GRAM_[defective_in],BETW_2_GRAM_[the_product],BETW_2_GRAM_[gene_defective],INT_NGRAM_[and]_[—],EXT_NGRAM_[between]_[)],BETW_2_GRAM_[the_gene],BETW_2_GRAM_[in_ataxia],BETW_2_GRAM_[of_the],MIN_VERB_GENE_[demonstrate]_HPO_[note],BETW_2_GRAM_[ATM_(],BETW_2_GRAM_[product_of],BETW_2_GRAM_[and_ATM],BETW_2_GRAM_[(_the],BETW_2_GRAM_[ataxia_—]}	{1.81426,1.2628,1.20209,-0.878201,0.8546,0.737798,0.668878,-0.43174,0.429054,-0.380507,-0.375251,0.322217,-0.103562,0.0400929}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_45550.pdf_91_91_30_30_13_13_UNSUP	AN2/HP:0000526|Aniridia	{30}	{13}	{Taken,together,",",if,one,assumes,that,the,translocation,breakpoint,associated,with,familial,aniridia,deﬁnes,the,position,of,the,AN2,gene,and,that,the,Wilms,tumor,gene,but,not,the,AN2,gene,is,deleted,in,the,Wilms,tumor,patient,DAR,with,no,aniridia,",",the,results,then,suggest,the,following,physical,map,(,Fig,.}	{"1 reveal that D11S87 segregates with der 14 in this leukemic cell .","Previous studies indicated that the breakpoint on chromosome 14 involves the locus for the T-cell receptor 01 chain ( Lewis et al. , 1985a ) , and the breakpoint on chromosome 11 is between CAT and FSHB ( Lewis et al. , 1985b ) ."}	{"1d ) for the WAGR region within 11p13 :","centromere ."}	0.994	0.466	0.956	{BETW_2_GRAM_[wilm_tumor],INV_EXT_NGRAM_[familial]_[gene],BETW_2_GRAM_[the_wilm],BETW_2_GRAM_[the_position],BETW_2_GRAM_[that_the],BETW_2_GRAM_[of_the],BETW_2_GRAM_[gene_and],BETW_2_GRAM_[but_not],BETW_2_GRAM_[deﬁnes_the],BETW_2_GRAM_[and_that],BETW_2_GRAM_[gene_but],INV_MIN_VERB_GENE_[associate]_HPO_[delete],INV_INT_NGRAM_[deﬁnes]_[the],BETW_2_GRAM_[not_the],BETW_2_GRAM_[the_an2],BETW_2_GRAM_[an2_gene],BETW_2_GRAM_[position_of],BETW_2_GRAM_[tumor_gene],INV_VERB_[deﬁnes]}	{1.74637,1.73888,0.955148,0.692038,-0.561639,-0.43174,0.382043,-0.354472,0.351245,-0.315503,0.302319,0.298749,0.286376,-0.130429,0.0611601,0.0611601,-0.0417179,0.0372784,-0.0034041}
RELATION_GENEHPOTERM_SCPDFS_240.pdf_610_610_23_23_6_7	SPOP/HP:0012125|Prostate cancer	{23}	{6,7}	{Given,the,importance,of,AR,in,prostate,cancer,initiation,",",progression,",",and,therapy,resistance,",",identification,of,AR,as,a,substrate,of,SPOP,E3,ligase,provides,a,plausible,explanation,for,the,high,frequency,of,SPOP,mutations,in,prostate,cancer,.}	{"Moreover , all SPOP mutations identified in human prostate cancers disrupt the SPOP-AR interaction and abolish SPOP-induced AR degradation .","Additionally , we showed that the antiandrogen enzalutamide enhances SPOPmediated degradation of full-length AR , but not most AR variants in prostate cancer cells ."}	{"These findings also support atumor — suppressor function of SPOP in prostate cancer and emphasize the importance of this pathway in development of resistance to antiandrogen therapy of prostate cancer in the clinic .","EXPERIMENTAL PROCEDURES"}	0.99	0.886	1	{BETW_2_GRAM_[of_ar],"BETW_2_GRAM_[,_progression]",INV_INT_NGRAM_[initiation]_[of],"BETW_2_GRAM_[,_identification]",BETW_2_GRAM_[identification_of],BETW_2_GRAM_[as_a],BETW_2_GRAM_[and_therapy],BETW_2_GRAM_[ar_as],BETW_2_GRAM_[therapy_resistance],INV_MIN_VERB_GENE_[give]_HPO_[provide],"BETW_2_GRAM_[initiation_,]","BETW_2_GRAM_[resistance_,]",BETW_2_GRAM_[a_substrate],"BETW_2_GRAM_[,_and]","BETW_2_GRAM_[progression_,]",BETW_2_GRAM_[substrate_of],INV_EXT_NGRAM_[in]_[e3]}	{1.39185,1.19142,0.881253,0.728188,-0.604892,-0.511969,0.432664,0.417834,0.403159,0.376085,-0.26349,0.22149,0.18436,-0.163149,-0.117399,-0.08115,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0078628.pdf_385_385_34_34_42_42_UNSUP	DYT1/HP:0001332|Dystonia	{34}	{42}	{Fiorio,l,"\\\\",’,1,",",Gambarin,N1,",",Valente,El,"\\\\",’,I,",",Lil,),erini,P,",",Loi,N1,et,al.,(,2007,),Defective,temporal,processing,of,sensory,stimuli,in,DYT1,mutation,carriers,:,a,new,endophenotype,of,dystonia,?}	{"Scontrini A , Conte A , Defazio G , Fiorio l \\\\ ’ I , Fal ) l ) rini G et al. ( 2009 ) Somatosensory temporal discrimination in patients with primary focal dystonia .","J Neurol Neurosurg Psychiatry 80 : 131541319 ."}	{"Brain 130 : 1344142 .","Bradley D , \\\\ / Vhelan R , VValsh R , Reilly RB , Hutchinson S et al. ( 2009 ) Temporal discrimination threshold : V Bl \\\\ ’ 1 evidence for an endophenotype in adult onset primary torsion dystonia ."}	1	0.886	0.998	{INT_NGRAM_[mutation]_[of],BETW_2_GRAM_[mutation_carrier],"MIN_VERB_[\\\\\\\\]","SINGLE_VERB_[\\\\\\\\]",BETW_2_GRAM_[a_new],EXT_NGRAM_[in]_[?],BETW_2_GRAM_[carrier_:],"WORD_SEQ_NER_[mutation carrier : a new endophenotype of]",BETW_2_GRAM_[new_endophenotype],"WORD_SEQ_[mutation carrier : a new endophenotype of]",POS_SEQ_[NN_NNS_:_DT_JJ_NN_IN],BETW_2_GRAM_[:_a],BETW_2_GRAM_[endophenotype_of],DEP_PATH_[nn-prep_in|carrier-rcmod|(-appos|n1@prep_of-dep|endophenotype]}	{3.28846,2.91416,-0.948381,0.696134,-0.410537,0.194018,0.0888002,0.0867651,0.0867651,0.0867651,0.0867651,-0.0866879,0.0677095,0.0245156}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0022744.pdf_360_360_33_33_34_34_UNSUP	DYT1/HP:0001332|Dystonia	{33}	{34}	{Hewett,JVV,",",Tannous,B,",",Niland,BP,",",Nery,FC,",",Zeng,J,",",et,al.,(,2007,),l,"\\\\",Iutant,torsinA,interferes,with,protein,processing,through,the,secretory,pathway,in,DYT1,dystonia,cells,.}	{"Torres GE , Sweeney AL , Beaulieu Jl \\\\ ’ I , Shashidharan P , Caron l \\\\ IG ( 2004 ) Effect of torsinA on membrane proteins reveals a loss of function and a dominant-negative phenotype ofthe dystonia-associated DeltaE » torsinA mutant .","Proc Natl Acad Sci U S A 101 : 15650415655 ."}	{"Proc Natl Acad Sci U S A 104 : 727147276 .","Burdette AJ , Churchill PF , Caldwell GA , Caldwell KA ( 2010 ) The early-onset torsion dystonia-associated protein , torsinA , displays molecular chaperone activity in vitro ."}	1	0.678	0.99	{INT_NGRAM_[dystonium]_[dyt1],EXT_NGRAM_[in]_[cell],WORD_SEQ_[],POS_SEQ_[],WORD_SEQ_NER_[],MIN_VERB_[interfere],DEP_PATH_[nn@nn],SINGLE_VERB_[interfere]}	{8.50807,2.44372,-0.949696,-0.908015,-0.891117,0.266729,0.0796112,-0.0477435}
RELATION_GENEHPOTERM_journal.pone.0080539.pdf_459_459_25_25_33_33	SDHA/HP:0002666|Pheochromocytoma	{25}	{33}	{Korpers,1oek,E,",",FavierJ,",",GaalJ,",",Burnichon,N,",",van,Gessel,B,",",et,al.,(,201,1,),SDHA,Immunohistochemistry,Detects,Germline,SDHA,Gene,lVIutations,in,Apparently,Sporadic,Paragangliomas,and,Pheochromocytomas,.}	{"Gill AJ , Benn DE , Chou A , Clarkson A , Nluljono A , et al. ( 2010 ) Immunohistochemistry lor SDHB triages genetic testing of SDHB , SDHC , and SDHD in paraganglioma-pheochromocytoma syndromes .","Hum Pathol 41 : 8054814 ."}	{"J Clin Endocrinol Nletab 96 : E147241476 .","Eisenho er G , Lenders JVV , Linehan VVIVI , \\\\ / Valther IVINI , Goldstein DS , et al. ( 1999 ) Plasma normetanephrine and metanephrine lor detecting pheochromocytoma in von Hippel-Lindau disease and multiple endocrine neoplasia type 2 ."}	0.952	0.77	0.83	{EXT_NGRAM_[germline]_[.],MIN_VERB_[detect],INT_NGRAM_[gene]_[and],SINGLE_VERB_[detect],BETW_2_GRAM_[apparently_sporadic],BETW_2_GRAM_[lviutation_in],BETW_2_GRAM_[sporadic_Paragangliomas],POS_SEQ_[NN_NNS_IN_RB_JJ_NNPS_CC],"WORD_SEQ_NER_[gene lviutation in apparently sporadic Paragangliomas and]",BETW_2_GRAM_[in_apparently],BETW_2_GRAM_[gene_lviutation],"WORD_SEQ_[gene lviutation in apparently sporadic Paragangliomas and]",BETW_2_GRAM_[Paragangliomas_and],DEP_PATH_[nn@conj_and-prep_in|Paragangliomas]}	{2.19356,-1.89089,1.32868,0.763847,0.629761,-0.109991,0,0,0,0,0,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0016205.pdf_395_395_12_12_30_31_UNSUP	ERK/HP:0012125|Prostate cancer	{12}	{30,31}	{Therefore,",",we,propose,that,a,combination,targeting,both,the,TPL2/MEK,/,ERK,pathway,and,the,RAS/RAF/MEK,/,ERK,pathway,may,potentially,lead,to,new,therapeutic,intervention,strategies,of,ADI,prostate,cancer,(,Figure,S8,),.}	{"p | osone.org","Together , these data suggest that the activation of both the MEK / ERK pathway and NF-KB signaling pathway is required for TPL2-mediated ADI prostate cancer growth ."}	{"Materials and Methods","Screening of a Library of Activated Human Kinases The library of 354 human kinases contains 98 kinase-related open reading frames ( ORFs ) and 256 human kinases cloned into a Gateway-compatible retroviral destination vector , pWNMFDEST , in which a myr sequence and a ﬂag-epitope tag ( MF ) were added to the N-termini of each introduced ORF [ 27 ] ."}	0.998	0.514	1	{BETW_2_GRAM_[ras/raf/mek_/],BETW_2_GRAM_[and_the],BETW_2_GRAM_[the_ras/raf/mek],BETW_2_GRAM_[erk_pathway],BETW_2_GRAM_[potentially_lead],BETW_2_GRAM_[therapeutic_intervention],BETW_2_GRAM_[lead_to],MIN_VERB_GENE_[target]_HPO_[lead],BETW_2_GRAM_[/_erk],EXT_NGRAM_[/]_[(],BETW_2_GRAM_[to_new],BETW_2_GRAM_[new_therapeutic],INT_NGRAM_[pathway]_[ADI],BETW_2_GRAM_[intervention_strategy],BETW_2_GRAM_[of_ADI],BETW_2_GRAM_[may_potentially],BETW_2_GRAM_[pathway_and],BETW_2_GRAM_[strategy_of],BETW_2_GRAM_[pathway_may],VERB_[lead]}	{1.0961,-0.840068,0.808814,0.747606,-0.702593,0.660493,0.622323,0.589487,0.54137,0.493757,0.448038,0.379527,0.343725,0.343725,0.343725,-0.203476,0.178914,-0.151763,-0.123874,-0.0395366}
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1002708.pdf_469_469_15_15_7_7_UNSUP	FGF23/HP:0002148|Hypophosphatemia	{15}	{7}	{Additionally,",",the,Fam20c,cKO,mice,developed,hypophosphatemia,with,a,remarkable,elevation,of,the,serum,FGF23,level,.}	{"This belief is based on the following observations : 1 ) deleting exons 6 — 9 ( majority of the CCD ) in the Fam20c cKO mice was most likely to inactivate this molecule ; 2 ) the inheritance of the phenotypic changes in Fam20c cKO mice occurred in an autosomal recessive trait , while the gain-of-function is usually inherited in an autosomal dominant manner ; 3 ) transgenic mice overexpressing the Fam20c transgene were normal ; 4 ) the overexpression of the Fam20c transgene fully rescued the phenotypic changes in the Fam20c cKO mice ; and 5 ) recombinant FAMQOC promoted the differentiation and mineralization of MC3T3-El cells in a dose-dependent manner .","These data combined with a signiﬁcant downregulation of osteoblast differentiation markers in cKO mice suggest that FAMQOC is essential to the differentiation of mineralizing cells and promotes the formation and mineralization of hard tissues , and thus , inactivation of this molecule leads to differentiation failure of the cells forming these tissues ."}	{"We believe that a combination of cell differentiation failure and hypophosphatemia caused by the","Bone appositional rate ( um/day ) \\""}	0.904	0.92	1	{INV_MIN_VERB_[develop],INV_INT_NGRAM_[with]_[serum],BETW_2_GRAM_[of_the],INV_DEP_PATH_[nn-prep_of|level-prep_with|elevation@dobj],"INV_WORD_SEQ_NER_[with a remarkable elevation of the serum]",INV_EXT_NGRAM_[develop]_[level],"INV_WORD_SEQ_[with a remarkable elevation of the serum]",INV_POS_SEQ_[IN_DT_JJ_NN_IN_DT_NN],BETW_2_GRAM_[a_remarkable],BETW_2_GRAM_[remarkable_elevation],BETW_2_GRAM_[with_a],BETW_2_GRAM_[the_serum],BETW_2_GRAM_[elevation_of],INV_SINGLE_VERB_[develop]}	{-0.83887,0.72691,-0.43174,0.424668,0.424668,0.424668,0.424668,0.424668,0.413273,0.382307,-0.275439,-0.247896,0.242128,0.0792769}
